"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Active learning for personalizing treatment","K. Deng; J. Pineau; S. Murphy","Department of Statistics, University of Michigan, USA","2011 IEEE Symposium on Adaptive Dynamic Programming and Reinforcement Learning (ADPRL)","20110728","2011","","","32","39","The personalization of treatment via genetic biomarkers and other risk categories has drawn increasing interest among clinical researchers and scientists. A major challenge here is to construct individualized treatment rules (ITR), which recommend the best treatment for each of the different categories of individuals. In general, ITRs can be constructed using data from clinical trials, however these are generally very costly to run. In order to reduce the cost of learning an ITR, we explore active learning techniques designed to carefully decide whom to recruit, and which treatment to assign, throughout the online conduct of the clinical trial. As an initial investigation, we focus on simple ITRs that utilize a small number of subpopulation categories to personalize treatment. To minimize the maximal uncertainty regarding the treatment effects for each subpopulation, we propose the use of a minimax bandit model and provide an active learning policy for solving it. We evaluate our active learning policy using simulated data and data modeled after a clinical trial involving treatments for depressed individuals. We contrast this policy with other plausible active learning policies. The techniques presented in the paper may be generalized to tackle problems of efficient exploration in other domains.","2325-1824;23251824","Electronic:978-1-4244-9888-8; POD:978-1-4244-9887-1","10.1109/ADPRL.2011.5967348","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5967348","","Clinical trials;Learning systems;Loss measurement;Machine learning;Recruitment;Resource management;Uncertainty","learning (artificial intelligence);medical computing;minimax techniques;patient treatment","active learning;clinical research;genetic biomarkers;individualized treatment rules;minimax bandit model;risk category;treatment personalization","","1","","32","","","","11-15 April 2011","","IEEE","IEEE Conferences"
"Coordinating SON instances: Reinforcement learning with distributed value function","O. Iacoboaiea; B. Sayrac; S. Ben Jemaa; P. Bianchi","Orange Labs, 38-40 rue du General Leclerc 92130, Issy les Moulineaux, France","2014 IEEE 25th Annual International Symposium on Personal, Indoor, and Mobile Radio Communication (PIMRC)","20150629","2014","","","1642","1646","With the emergence of Self-Organizing Network (SON) functions network operators are faced with a practical problem: coordination of SON instances. The SON functions are usually designed in a standalone manner, i.e. they do not take into account the possibility that other instances of the same or different SON functions may be running in the network. This creates the risk of conflicts and network instability. Therefore a SON COordinator (SONCO) is needed. In this paper we design an operator centric SONCO that sees the SON instances as black-boxes, i.e. it does not know the algorithm inside the SON functions. Our aim is to improve the network stability (i.e. number of parameter changes) for SON instances of the same SON function. We employ Reinforcement Learning (RL) in order to profit from the information on the past SONCO decisions. We simplify the expression of the action-value function and we use state aggregation to further reduce the required state space, making it scale linearly with the number of coordinated cells. We provide a study case with the Mobility Load Balancing (MLB) function independently instantiated on every cell. The results show that the proposed SONCO improves the network stability.","2166-9570;21669570","Electronic:978-1-4799-4912-0; POD:978-1-4799-4911-3","10.1109/PIMRC.2014.7136431","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7136431","Coordination;LTE;MLB;SON;SON instances;reinforcement learning;state aggregation","Algorithm design and analysis;Conferences;Heuristic algorithms;Kernel;Learning (artificial intelligence);Markov processes;Optimization","Long Term Evolution;cellular radio;learning (artificial intelligence);resource allocation;telecommunication computing","LTE;MLB;RL;SON instance coordination;SONCO operator centric design;action-value function;black-boxes;mobility load balancing coordinated cells;network stability;reinforcement learning;self-organizing network functions;state aggregation;state space","","2","","16","","","","2-5 Sept. 2014","","IEEE","IEEE Conferences"
"Offline and online adaptation in prosocial games","K. C. Apostolakis; K. Stefanidis; A. Psaltis; K. Dimitropoulos; P. Daras","Information Technologies Institute - ITI, Centre for Research and Technology Hellas - CERTH, Thessaloniki, Greece","2017 9th International Conference on Virtual Worlds and Games for Serious Applications (VS-Games)","20171005","2017","","","201","208","Personalization and maintenance of high levels of engagement still remain two of the main challenges in the design of serious games. Towards this end, in this paper we propose a novel adaptation approach for both online and offline adaptation in prosocial games. In this paper, we describe the implementation of an artificial intelligence driven adaptation manager, whose purpose is to direct players towards game content the players are most likely to enjoy (measured in their engagement responses). As a consequence, we demonstrate how the adaptation manager can be used to increase the chances of players attaining the game's specific prosocial learning objectives. Each mechanism (offline and online) processes different information about the player and concerns different types of factors affecting engagement and prosocial behavior. More specifically, the online mechanism maintains a player engagement profile for game elements related to the provision of Corrective Feedback and Positive Reinforcement, in order to adapt existing game content in real time. On the other hand, off-line adaptation matches players to game scenarios according to the players' prosocial ability and the game scenarios' ranking. The efficiency of the proposed adaptation manger as a tool for enhancing students' prosocial skills development is demonstrated through a small scale experiment, under real-conditions in a school environment, using the prosocial game of Path of Trust.","","Electronic:978-1-5090-5812-9; POD:978-1-5386-1203-3; USB:978-1-5090-5811-2","10.1109/VS-GAMES.2017.8056602","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8056602","adaptation;engagement;prosociality;serious games","","artificial intelligence;computer aided instruction;serious games (computing)","Path of Trust;artificial intelligence driven adaptation manager;corrective feedback;direct players;engagement responses;existing game content;game elements;game scenarios;maintenance;off-line adaptation;offline adaptation;online adaptation;online mechanism;player engagement profile;positive reinforcement;prosocial behavior;prosocial games;prosocial skills development;school environment;serious games;students","","","","","","","","6-8 Sept. 2017","","IEEE","IEEE Conferences"
"Genetic reinforcement learning approach to the heterogeneous machine scheduling problem","Gyoung Hwan Kim; C. S. G. Lee","Dept. of Electr. & Comput. Eng., Purdue Univ., West Lafayette, IN, USA","IEEE Transactions on Robotics and Automation","20020806","1998","14","6","879","893","Focuses on the development of a learning-based heuristic for scheduling heterogeneous machines. Although list scheduling methods have been widely used for a large class of scheduling problems, including the heterogeneous machine scheduling problem, they involve designing priority rules, which usually require a fair amount of insights on the characteristics of the problem to be solved. Instead of elaborate design of priority rules in a single step, we propose an iterative list scheduling process, which refines priority rules while generating a number of schedules. The proposed iterative list scheduling is formulated as a reinforcement learning problem, with states and actions defined in list scheduling. Due to the large number of possible states, reinforcement learning algorithms which use value functions in constructing an optimal policy may not be suitable for scheduling problems. Thus, to directly work with policies rather than the values of states, we propose genetic reinforcement learning (GRL), in which the policies of reinforcement learning are encoded into the chromosomes of genetic algorithms and a near-optimal policy is searched for by genetic algorithms. A GRL-based scheduler, called evolutionary intracell scheduler (EVIS), has been developed and applied to various scheduling problems such as the heterogeneous machine scheduling, the processor scheduling, the job-shop scheduling, the flow-shop scheduling, and the open-shop scheduling problems. The proposed model of EVIS, which has a linear order of population-fitness convergence, is verified by computer experiments. Even without fine tuning EVIS, the quality of solutions achieved by EVIS is comparable to that of problem-tailored heuristics for most of the problem instances","1042-296X;1042296X","","10.1109/70.736772","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=736772","","Approximation algorithms;Biological cells;Cost function;Genetic algorithms;Helium;Iterative algorithms;Job shop scheduling;Learning;Processor scheduling;Scheduling algorithm","genetic algorithms;iterative methods;learning (artificial intelligence);minimisation;production control;scheduling","evolutionary intracell scheduler;flow-shop scheduling;genetic reinforcement learning;heterogeneous machine scheduling problem;iterative list scheduling process;job-shop scheduling;learning-based heuristic;near-optimal policy;open-shop scheduling problems","","6","","67","","","","Dec 1998","","IEEE","IEEE Journals & Magazines"
"Self-learning system for personalized e-learning","V. Pant; S. Bhasin; S. Jain","Dept. of Computer Science & Engineering, Graphic Era University, Dehradun, India","2017 International Conference on Emerging Trends in Computing and Communication Technologies (ICETCCT)","20180205","2017","","","1","6","Knowledge is a basic requirement in the era of globalization. The act of acquiring knowledge is learning and with the advent of technology, learning has become easier. E-Learning is a popular learning method which uses the web or other technologies to promote learning. A very traditional learning method is discussed and some new methods with the integration of modern technology have been discussed. Although technologies like artificial intelligence, cloud computing, ontology, fuzzy logic etc. have been used in learning systems they are still less automated, not personalized and do not pose the capability to self-learn. A method is proposed to increase the automation and self-learning in the e-learning management systems. Further, the personalization of learning for the user so that every type of learner can learn from the type and level of the content the learner seems fit is the main aim. The proposed system is feasible, economical and scalable which makes it suitable for every level.","","CD:978-1-5386-1146-3; Electronic:978-1-5386-1147-0; POD:978-1-5386-1148-7","10.1109/ICETCCT.2017.8280344","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8280344","Machine learning;e-learning system;learning management system;reinforcement learning","Crawlers;Electronic learning;Learning management systems;Semantics;Task analysis;Videos","cloud computing;computer aided instruction;fuzzy logic;ontologies (artificial intelligence)","artificial intelligence;cloud computing;e-learning management systems;fuzzy logic;learning systems;ontology;personalized e-learning;self-learning system","","","","","","","","17-18 Nov. 2017","","IEEE","IEEE Conferences"
"Towards scalable and privacy preserving commercial content dissemination in social wireless networks","F. Hajiaghajani; S. Biswas","Electrical and Computer Engineering, Michigan State University, East Lansing, USA","2017 IEEE 28th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)","20180215","2017","","","1","7","This paper proposes a Q-learning based Device-to-Device multicast routing framework for Social Wireless Networks. The goal of the proposed Scalable Q-learning based Gain-aware Routing (SQGR) content dissemination algorithm is to maximize a predefined economic gain for commercial content generators. This economic gain is defined as the revenue from delivery of a coupon minus the forwarding cost associated with that delivery. SQGR, with its embedding learning abilities, is expected to be robust in dynamic mobility environments. It also preserves scalability and privacy since it does not require storage of per-individual consuming interest and interaction profiles within the network. Using the DTN simulator software ONE, we evaluate functional validity and compare gain performance of SQGR with few existing protocols under various commercial, network and protocol parameters.","","Electronic:978-1-5386-3531-5; POD:978-1-5386-3532-2; Paper:978-1-5386-3529-2; USB:978-1-5386-3530-8","10.1109/PIMRC.2017.8292416","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8292416","Economic Gain of Dissemination;Q-Learning;Reinforcement Learning;Social Wireless Networks","Biological system modeling;Economics;Peer-to-peer computing;Privacy;Probabilistic logic;Routing;Scalability","data privacy;delay tolerant networks;learning (artificial intelligence);mobile computing;mobile radio;multicast communication;routing protocols","Device-to-Device multicast;Gain-aware Routing content dissemination algorithm;SQGR;Scalable Q-learning;commercial content dissemination;dynamic mobility environments;social wireless networks","","","","","","","","8-13 Oct. 2017","","IEEE","IEEE Conferences"
"A Q-learning-based multi-rate transmission control scheme for RRC in WCDMA systems","Fang-Ching Ren; Chung-Ju Chang; Yih-Shen Chen","","The 13th IEEE International Symposium on Personal, Indoor and Mobile Radio Communications","20021210","2002","3","","1422","1426 vol.3","A Q-learning-based multirate transmission control scheme (Q-MRTC) for radio resource control (RRC) in WCDMA systems is proposed. The RRC problem is modelled as a semi-Markov decision process (SMDP). We successfully apply a real-time reinforcement learning algorithm, named Q-learning, to accurately estimate the transmission cost for the multi-rate transmission control. For the cost function approximation, we apply the feature extraction method to map the original state space into a more compact set which represents the resultant interference profile. Simulation results show that the Q-MRTC can achieve higher system throughput and better users' satisfaction index, by an amount of 87% and 50%, respectively, than the interference-based multi-rate transmission control scheme, while keeping the QoS requirement.","","POD:0-7803-7589-0","10.1109/PIMRC.2002.1045263","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1045263","","Control systems;Cost function;Feature extraction;Function approximation;Interference;Learning;Multiaccess communication;Radio control;State-space methods;Throughput","Markov processes;broadband networks;code division multiple access;costing;feature extraction;function approximation;learning (artificial intelligence);multiuser channels;radio networks;radiofrequency interference;telecommunication control","Q-learning-based multirate transmission control;QoS;RRC;WCDMA systems;feature extraction method;function approximation;interference profile;real-time reinforcement learning algorithm;semi-Markov decision process;simulation results;state space mapping;system throughput;transmission cost estimation;users satisfaction index","","0","","12","","","","15-18 Sept. 2002","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning for Dynamic Treatment Regimes on Medical Registry Data","Y. Liu; B. Logan; N. Liu; Z. Xu; J. Tang; Y. Wang","Div. of Biostat., Med. Coll. of Wisconsin, Milwaukee, WI, USA","2017 IEEE International Conference on Healthcare Informatics (ICHI)","20170914","2017","","","380","385","In this paper, we propose the first deep reinforce-ment learning framework to estimate the optimal Dynamic Treat-ment Regimes from observational medical data. This framework is more flexible and adaptive for high dimensional action and state spaces than existing reinforcement learning methods to model real life complexity in heterogeneous disease progression and treatment choices, with the goal to provide doctor and patients the data-driven personalized decision recommendations. The proposed deep reinforcement learning framework contains a supervised learning step to predict the most possible expert actions; and a deep reinforcement learning step to estimate the long term value function of Dynamic Treatment Regimes. We motivated and implemented the proposed framework on a data set from the Center for International Bone Marrow Transplant Research (CIBMTR) registry database, focusing on the sequence of prevention and treatments for acute and chronic graft versus host disease. We showed results of the initial implementation that demonstrates promising accuracy in predicting human expert decisions and initial implementation for the reinforcement learning step.","","Electronic:978-1-5090-4881-6; POD:978-1-5090-4882-3","10.1109/ICHI.2017.45","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8031178","","Biomedical imaging;Decision making;Diseases;Games;Learning (artificial intelligence);Machine learning","bone;data analysis;diseases;learning (artificial intelligence);patient treatment","CIBMTR;Dynamic Treatment Regimes;International Bone Marrow Transplant Research registry database;chronic graft versus host disease;deep reinforcement learning framework;deep reinforcement learning step;heterogeneous disease progression;medical registry data;observational medical data;personalized decision recommendations;reinforcement learning framework;supervised learning step","","","","","","","","23-26 Aug. 2017","","IEEE","IEEE Conferences"
"Consistent Goal-Directed User Model for Realisitc Man-Machine Task-Oriented Spoken Dialogue Simulation","O. Pietquin","&#201;cole Sup&#233;rieure d'&#201;lectricit&#233; - SUPELEC, Metz Campus - STS Team, 2 rue &#201;douard Belin - F-57070 Metz - FRANCE. email: olivier.pietquin@supelec.fr","2006 IEEE International Conference on Multimedia and Expo","20061226","2006","","","425","428","Because of the great variability of factors to take into account, designing a spoken dialogue system is still a tailoring task. Rapid design and reusability of previous work is made very difficult. For these reasons, the application of machine learning methods to dialogue strategy optimization has become a leading subject of researches this last decade. Yet, techniques such as reinforcement learning are very demanding in training data while obtaining a substantial amount of data in the particular case of spoken dialogues is time-consuming and therefore expansive. In order to expand existing data sets, dialogue simulation techniques are becoming a standard solution. In this paper we describe a user modeling technique for realistic simulation of man-machine goal-directed spoken dialogues. This model, based on a stochastic description of man-machine communication, unlike previously proposed models, is consistent along the interaction according to its history and a predefined user goal","1945-7871;19457871","CD-ROM:1-4244-0367-7; POD:1-4244-0366-7","10.1109/ICME.2006.262563","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4036627","","Acoustic noise;Automatic speech recognition;History;Learning systems;Man machine systems;Optimization methods;Sociotechnical systems;Speech processing;Stochastic processes;Training data","interactive systems;learning (artificial intelligence);man-machine systems;optimisation;speech processing;stochastic processes;user modelling","machine learning method;optimization;realistic man-machine simulation;spoken dialogue system;stochastic description;task-oriented dialogue simulation technique;user modeling technique","","4","","14","","","","9-12 July 2006","","IEEE","IEEE Conferences"
"A tailored Q- Learning for routing in wireless sensor networks","V. K. Sharma; S. S. P. Shukla; V. Singh","Dept. of Comput. Sci. & Eng., Jaypee Polytech. & Training Centre, Rewa, India","2012 2nd IEEE International Conference on Parallel, Distributed and Grid Computing","20130207","2012","","","663","668","Wireless sensor networks (WSNs) have major importance in distributed sensing applications. The important concern in the intend of wireless sensor networks is battery consumption which usually rely on non-renewable sources of energy. In this paper we have proposed a tailored Q-Learning algorithm for routing scheme in wireless sensor network. Our primary goal is to make an efficient routing algorithm with help of modified Q-Learning approach to minimize the energy consumption utilized by sensor nodes. This approach is a modified version of existing Q-Learning method for WSN that leads to the convergence problem.","","Electronic:978-1-4673-2925-5; POD:978-1-4673-2922-4","10.1109/PDGC.2012.6449899","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6449899","Convergence Problem;Q-Learning;Reinforcement learning;WSN Flooding Routing Protocol","Artificial neural networks;Lead;Wireless sensor networks","learning (artificial intelligence);telecommunication computing;telecommunication network routing;wireless sensor networks","Q- learning;Q-learning algorithm;WSN;battery consumption;distributed sensing applications;energy consumption;modified Q-learning approach;nonrenewable energy sources;routing algorithm;routing scheme;sensor nodes;wireless sensor network routing","","1","","13","","","","6-8 Dec. 2012","","IEEE","IEEE Conferences"
"A Service Recommendation Using Reinforcement Learning for Network-based Robots in Ubiquitous Computing Environments","A. Moon; T. Kang; H. Kim; H. Kim","Electronice and Telecommunication Research Institute, 161 Gajeong-dong, Yuseong-gu, Daejeon, 305-350, Korea. Email: akmoon@etri.re.kr","RO-MAN 2007 - The 16th IEEE International Symposium on Robot and Human Interactive Communication","20080116","2007","","","821","826","Ubiquitous robotic companion (URC ) is a new concept for the network-based robot platform which can enable to be following its master wherever or whenever he/she be in order to provide necessary services. The robot platforms in present normally interest in providing services through the direct interaction in responding to the user's demands. On the other hand, URC services are required to be provided by the means of recognizing the circumstances and taking a user's preference into account. In this paper, we propose a service recommendation scheme for URC robots. The proposed service recommendation, developed based on the reinforcement learning, can be used to provide personalized services by learning users' preferences or tasks through the interaction with users. Using simulation for rapid testing, we evaluate of the proposed scheme under a variety of user modeling types and discount factors.","1944-9445;19449445","CD-ROM:978-1-4244-1635-6; POD:978-1-4244-1634-9","10.1109/ROMAN.2007.4415198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4415198","","Control systems;Human robot interaction;Intelligent robots;Inventory management;Machine learning;Moon;Robot control;Robot sensing systems;Service robots;Ubiquitous computing","computer networks;control engineering computing;learning (artificial intelligence);man-machine systems;robots;ubiquitous computing;user modelling","human-robot interaction;network-based robot;network-based robot platform;rapid testing;reinforcement learning;service recommendation scheme;ubiquitous computing environment;ubiquitous robotic companion;user modeling","","2","","15","","","","26-29 Aug. 2007","","IEEE","IEEE Conferences"
"A task-oriented service personalization scheme for smart environments using reinforcement learning","B. Tegelund; H. Son; D. Lee","School of Computer Science, KAIST, Daejeon, S. Korea","2016 IEEE International Conference on Pervasive Computing and Communication Workshops (PerCom Workshops)","20160421","2016","","","1","6","Users want IoT environments to provide them with personalized support. These environments therefore need to be able to learn user preferences, such as what temperature the room should be or which lights should be turned on. We propose a novel system that separates the tasks of learning a user's preferences and realizing them within the environment. The system is able to capture user preferences by reinterpreting the problem as an optimization problem and applying inverse reinforcement learning to it. The system is shown to be able to accurately extract simple preferences given a small number of user demonstrations. These preferences are then realized by actuates devices running reinforcement learning-based agents to provide an environment consistent with the learnt preferences, also in situations not included in any user demonstration.","","Electronic:978-1-5090-1941-0; POD:978-1-5090-1942-7","10.1109/PERCOMW.2016.7457110","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7457110","","Brightness;Context;Context modeling;Learning (artificial intelligence);Motion pictures;Performance evaluation;Sensors","Internet of Things;ambient intelligence;learning (artificial intelligence);multi-agent systems","IoT environments;personalized support;reinforcement learning-based agents;smart environments;task-oriented service personalization scheme;user preference learning","","2","","10","","","","14-18 March 2016","","IEEE","IEEE Conferences"
"Adaptive Learning Based on Exercises Fitness Degree","A. M. Mirea; M. C. Preda","","2009 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology","20091009","2009","3","","215","218","The paper considers the e-learning systems that provide personalized content to their users and that permanently adapt to the evolution of the users during their learning stages. Such systems help the students to consolidate their knowledge faster than other methods. The main contribution is the proposal of a mathematical model of an adaptive learning system with the mentioned characteristics. The model involves a multi step process where, at each stage, the performances of the student are measured and the system is adapting accordingly.","","POD:978-0-7695-3801-3","10.1109/WI-IAT.2009.266","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5284965","adaptive control;adaptive learning environments;learning systems;personalized learning;reinforcement learning","Adaptive systems;Computer science;Electronic learning;Intelligent agent;Learning systems;Mathematical model;Paper technology;Performance evaluation;Proposals;Testing","","","","0","","5","","","","15-18 Sept. 2009","","IEEE","IEEE Conferences"
"Budgeted Learning for Developing Personalized Treatment","K. Deng; R. Greiner; S. Murphy","Dept. of Stat., Univ. of Michigan, Ann Arbor, MI, USA","2014 13th International Conference on Machine Learning and Applications","20150209","2014","","","7","14","There is increased interest in using patient-specific information to personalize treatment. Personalized treatment decision rules can be learned using data from standard clinical trials, but such trials are very costly to run. This paper explores the use of budgeted learning techniques to design more efficient clinical trials, by effectively determining which type of patients to recruit, at each time, throughout the duration of the trial. We propose a Bayesian bandit model and discuss the computational challenges and issues pertaining to this approach. We compare our budgeted learning algorithm, which approximately minimizes the Bayes risk, using both simulated data and data modeled after a clinical trial for treating depressed individuals, with other plausible algorithms. We show that our budgeted learning algorithm demonstrated excellent performance across a wide variety of situations.","","Electronic:978-1-4799-7415-3; POD:978-1-4799-7416-0; USB:978-1-4799-7414-6","10.1109/ICMLA.2014.8","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7033084","Active Learning;Bayesian;Budgeted Learning;Personalized Treatment;Reinforcement Learning","Algorithm design and analysis;Approximation algorithms;Approximation methods;Bayes methods;Clinical trials;Fasteners;Resource management","Bayes methods;learning (artificial intelligence);medical information systems;minimisation;patient treatment","Bayes risk;Bayesian bandit model;budgeted learning;clinical trial;patient-specific information;personalized treatment decision rule","","0","","24","","","","3-6 Dec. 2014","","IEEE","IEEE Conferences"
"A dialogue game framework with personalized training using reinforcement learning for computer-assisted language learning","P. h. Su; Y. B. Wang; T. h. Yu; L. s. Lee","Graduate Institute of Communication Engineering, National Taiwan University, Taiwan","2013 IEEE International Conference on Acoustics, Speech and Signal Processing","20131021","2013","","","8213","8217","We propose a framework for computer-assisted language learning as a pedagogical dialogue game. The goal is to offer personalized learning sentences on-line for each individual learner considering the learner's learning status, in order to strike a balance between more practice on poorly-pronounced units and complete practice on the whole set of pronunciation units. This objective is achieved using a Markov decision process (MDP) trained with reinforcement learning using simulated learners generated from real learner data. Preliminary experimental results on a subset of the example dialogue script show the effectiveness of the framework.","1520-6149;15206149","Electronic:978-1-4799-0356-6; POD:978-1-4799-0357-3; USB:978-1-4799-0355-9","10.1109/ICASSP.2013.6639266","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6639266","Computer-Assisted Language Learning;Dialogue Game;Markov Decision Process;Reinforcement Learning","Educational institutions;Games;Hidden Markov models;Learning (artificial intelligence);Markov processes;Speech;Training","computer aided instruction;computer games;learning (artificial intelligence);natural languages;speech recognition","Markov decision process;computer assisted language learning;dialogue game framework;pedagogical dialogue game;personalized sentence learning;personalized training;reinforcement learning;simulated learner","","6","","35","","","","26-31 May 2013","","IEEE","IEEE Conferences"
"Impedance Control of Robot Manipulator in Contact Task Using Machine Learning","B. Kim; S. Park","Department of Mechanical Engineering, Korea University, Seoul, Korea, Tel : +82-2-3290-3868; E-mail: biomimetic@korea.ac.kr","2006 SICE-ICASE International Joint Conference","20070226","2006","","","2590","2594","In performing contact tasks using robot manipulators, force control is essential. One approach is to select appropriate stiffness ellipse at the endpoint of the manipulator, where stiffness ellipse is a geometrical shape of force element represented in the principal axis of task space. In this study, we introduce a novel method to tailor stiffness ellipse required to perform contact tasks by using associative search network. Using appropriate performance indexes in the open-door task experiment, we acquired stiffness ellipse trajectory which optimizes dynamic movement of manipulator. Derived stiffness ellipse (or impedance in general) through learning process can be used for the similar task of learning process","","CD-ROM:89-950038-5-5; POD:89-950038-4-7","10.1109/SICE.2006.314795","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4108082","Associative Search Network;Contact task;impedance control;reinforcement learning;stiffness ellipse","Force control;Humans;Impedance;Machine learning;Manipulators;Mechanical engineering;Orbital robotics;Performance analysis;Robot control;Shape","force control;learning (artificial intelligence);manipulators","associative search network;force control;impedance control;machine learning;robot manipulator;stiffness ellipse","","2","","14","","","","18-21 Oct. 2006","","IEEE","IEEE Conferences"
"Implementation of a learning fuzzy controller","S. Shenoi; K. Ashenayi; M. Timmerman","Center for Intelligent Syst., Tulsa Univ., OK, USA","IEEE Control Systems","20020806","1995","15","3","73","80","This article describes our efforts at designing and implementing a practical learning fuzzy controller using inexpensive hardware. The controller engages basic control concepts and system-independent learning rules to enable it to adapt in real time to unknown plants even when it starts with a vacuous initial control policy. The controller remains dormant when the plant is operating satisfactorily and autonomously initiates online adaptation in real time when adverse performance is observed. The Intel-8031-based hardware implementation is geared for extensibility, robustness, and fault tolerance. Limited plant-dependent information is incorporated to tailor the hardware to applications. The design produces learning rates exceeding 200 reinforcements per second. The controller thus is able to learn to control unknown plants in real time even while it is controlling them. Physical experiments indicate that the learning fuzzy controller can rapidly and effectively deal with variations in plant characteristics, compensate for wear and tear, and handle disturbances and noise.<<ETX>>","1066-033X;1066033X","","10.1109/37.387620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=387620","","Control systems;Delay;Error correction;Fault tolerance;Fuzzy control;Hardware;Real time systems;Robustness;Shape control;Table lookup","control system synthesis;fuzzy control;learning systems;microcontrollers;robust control","Intel-8031-based hardware;basic control concepts;extensibility;fault tolerance;learning fuzzy controller;limited plant-dependent information;robustness;system-independent learning rules;vacuous initial control policy","","11","","24","","","","June 1995","","IEEE","IEEE Journals & Magazines"
"Reinforcement learning for game personalization on edge devices","A. Bodas; B. Upadhyay; C. Nadiger; S. Abdelhak","Intel Corporation","2018 International Conference on Information and Computer Technologies (ICICT)","20180510","2018","","","119","122","Good progress has been shown recently in the area of active learning, specifically, Reinforcement learning (RL). In this paper, the authors show how RL can be used to personalize games based on user-interaction with the game. The work uses Deep Q network models (DQN) and the open source framework OpenAI to build an RL model that is able to optimize the gamer's engagement level in a game. The authors define an example quantitative measure of gamer engagement and incorporate that into the DQN learning reward function. The gamer experience optimization is empirically demonstrated using a game of Pong. Simulation testing and analysis of results indicate adapted RL models increase engagement reward values, thus enhancing gamer experience. The contribution of this paper is twofold: (1) using RL, it paves the path for wider adaptation to user-behavior, starting with gaming, and (2) it shows analysis and feasibility of an RL algorithm on an edge device (Personal Computer) in real-time.","","Electronic:978-1-5386-5384-5; POD:978-1-5386-5385-2; Paper:978-1-5386-5382-1; USB:978-1-5386-5383-8","10.1109/INFOCT.2018.8356853","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8356853","artificial intelligence;computer games;edge computing;game personalization;reinforcement learning","Adaptation models;Buildings;Games;Learning (artificial intelligence);Mathematical model;Training","computer games;learning (artificial intelligence);mobile computing","DQN learning reward function;RL algorithm;RL model;active learning;deep Q network models;edge device;engagement reward values;game personalization;gamer engagement;gamer experience;open source framework OpenAI;personal computer;reinforcement learning","","","","","","","","23-25 March 2018","","IEEE","IEEE Conferences"
"Learning to dribble on a real robot by success and failure","M. Riedmiller; R. Hafner; S. Lange; M. Lauer","Dept. of Mathematics and Informatics, Institute of Computer Science and Institute of Cognitive Science, University of Osnabr&#252;ck, Germany","2008 IEEE International Conference on Robotics and Automation","20080613","2008","","","2207","2208","Learning directly on real world systems such as autonomous robots is a challenging task, especially if the training signal is given only in terms of success or failure (reinforcement learning). However, if successful, the controller has the advantage of being tailored exactly to the system it eventually has to control. Here we describe, how a neural network based RL controller learns the challenging task of ball dribbling directly on our middle-size robot. The learned behaviour was actively used throughout the RoboCup world championship tournament 2007 in Atlanta, where we won the first place. This constitutes another important step within our Brainstormers project. The goal of this project is to develop an intelligent control architecture for a soccer playing robot, that is able to learn more and more complex behaviours from scratch.","1050-4729;10504729","POD:978-1-4244-1646-2","10.1109/ROBOT.2008.4543536","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4543536","","Biological neural networks;Cognitive robotics;Control systems;Informatics;Intelligent robots;Learning;Mathematics;Robotics and automation;System testing;USA Councils","control engineering computing;learning (artificial intelligence);learning systems;mobile robots;multi-robot systems;neurocontrollers","Brainstormers project;RoboCup;intelligent control;middle-size robot;neural network;reinforcement learning;robot learning;soccer playing robot","","2","","7","","","","19-23 May 2008","","IEEE","IEEE Conferences"
