"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Anti-lock braking systems data-driven control using Q-learning","M. B. Radac; R. E. Precup; R. C. Roman","Department of Automation and Applied Informatics, Politehnica University of Timisoara, Timisoara, Romania","2017 IEEE 26th International Symposium on Industrial Electronics (ISIE)","20170807","2017","","","418","423","A model-free tire slip control solution for a fast, highly nonlinear Anti-lock Braking System (ABS) is proposed in this work via a reinforcement Q-learning optimal control approach. The solution is tailored around a batch neural fitted scheme using two neural networks to approximate the value function and the controller, respectively. The transition samples are collected from the process through interaction by online exploiting the current iteration controller (or policy) under an ε-greedy exploration strategy. The ABS process fits this type of learning-by-interaction since it does not need an initial stabilizing controller. The validation case studies carried out on a real laboratory setup reveal that high control system performance can be achieved after several tens of interaction episodes with the controlled process. Insightful comments on the observed control behavior in a set of real-time experiments are offered along with performance comparisons with several other controllers.","","Electronic:978-1-5090-1412-5; POD:978-1-5090-1413-2","10.1109/ISIE.2017.8001283","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8001283","Actor critic control;Anti-lock Braking System;Q-learning;model-free control;neural networks","","automotive components;braking;greedy algorithms;learning (artificial intelligence);motion control;neurocontrollers;optimal control","ε-greedy exploration strategy;anti-lock braking system;batch neural fitted scheme;data-driven control;iteration controller;learning-by-interaction;model-free tire slip control;neural networks;nonlinear ABS;optimal control;reinforcement Q-learning;value function","","","","","","","","19-21 June 2017","","IEEE","IEEE Conferences"
"A Reinforcement Learning Approach to Emotion-based Automatic Playlist Generation","C. Y. Chi; R. T. H. Tsai; J. Y. Lai; J. Y. j. Hsu","Dept. of CSIE, Nat. Taiwan Univ., Taipei, Taiwan","2010 International Conference on Technologies and Applications of Artificial Intelligence","20110120","2010","","","60","65","A novel trend emerged in music exploration is to organize and search songs according to their emotions. However, research on automatic playlist generation (APG) primarily focuses on metadata and audio similarity. Mainstream solutions view APG as a static problem. This paper argues that the APG problem is better modeled as a continuous optimization problem, and proposes an adaptive preference model for personalized APG based on emotions. The main idea is to collect a user's behavior in music playing, e.g., rating, skipping and replaying, as immediate feedback in learning the user's preferences for music emotion within a playlist. Reinforcement learning is adopted to learn the user's current preferences, which are used to generate personalized playlists. Learning parameters are tuned by simulation of two hypothetical users. A two-month user study is conducted to evaluate the APG solutions. The results show that the proposed approach reduces the Miss Ratio by 10% in comparison with the baseline approach.","2376-6816;23766816","Electronic:978-0-7695-4253-9; POD:978-1-4244-8668-7","10.1109/TAAI.2010.21","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5695433","automatic playlist generation;reinforcement learning;song emotion","","learning (artificial intelligence);music;optimisation;user interfaces","adaptive preference model;continuous optimization problem;emotion-based automatic playlist generation;music emotion;reinforcement learning;user preference","","1","","20","","","","18-20 Nov. 2010","","IEEE","IEEE Conferences"
"Dynamic Game Difficulty Scaling Using Adaptive Behavior-Based AI","C. H. Tan; K. C. Tan; A. Tay","Institute for Infocomm Research, Agency for Science Technology and Research (A*STAR), Singapore, Singapore","IEEE Transactions on Computational Intelligence and AI in Games","20111212","2011","3","4","289","301","Games are played by a wide variety of audiences. Different individuals will play with different gaming styles and employ different strategic approaches. This often involves interacting with nonplayer characters that are controlled by the game AI. From a developer's standpoint, it is important to design a game AI that is able to satisfy the variety of players that will interact with the game. Thus, an adaptive game AI that can scale the difficulty of the game according to the proficiency of the player has greater potential to customize a personalized and entertaining game experience compared to a static game AI. In particular, dynamic game difficulty scaling refers to the use of an adaptive game AI that performs game adaptations in real time during the game session. This paper presents two adaptive algorithms that use ideas from reinforcement learning and evolutionary computation to improve player satisfaction by scaling the difficulty of the game AI while the game is being played. The effects of varying the learning and mutation rates are examined and a general rule of thumb for the parameters is proposed. The proposed algorithms are demonstrated to be capable of matching its opponents in terms of mean scores and winning percentages. Both algorithms are able to generalize well to a variety of opponents.","1943-068X;1943068X","","10.1109/TCIAIG.2011.2158434","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5783334","Artificial intelligence;behavior based;car racing simulation;game AI;player satisfaction;real-time adaptation","Adaptation model;Artificial intelligence;Games;Humans;Pixel;Real time systems;Vehicles","computer games;evolutionary computation;learning (artificial intelligence)","adaptive behavior-based artificial intelligence;dynamic game difficulty scaling;evolutionary computation;game adaptation;gaming styles;mutation rates;reinforcement learning","","15","1","37","","","20110602","Dec. 2011","","IEEE","IEEE Journals & Magazines"
"Towards a meta motion planner B: algorithm and applications","A. Adam; E. Rivlin; I. Shimshoni","Dept. of Math., Technion-Israel Inst. of Technol., Haifa, Israel","Proceedings 2001 ICRA. IEEE International Conference on Robotics and Automation (Cat. No.01CH37164)","20060418","2001","1","","291","298 vol.1","In a companion paper (see Proceedings of ICRA 2001) we developed a framework for rating or comparing navigation packages. For a given environment a navigation package consists of a motion planner and a sensor to be used during navigation. The ability to rate or measure a navigation package is important in order to address issues like sensor customization for an environment and choice of a motion planner in an environment. In this paper we present the algorithm which we use in order to rate a given navigation package. Under the framework which was presented previously, a partially observable Markov decision process is defined. The algorithm searches for an optimal policy to be employed in this decision process. We briefly review the problem and framework, develop the algorithm and present experimental results.","1050-4729;10504729","POD:0-7803-6576-3","10.1109/ROBOT.2001.932568","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=932568","","Application software;Computer science;Industrial engineering;Mathematics;Motion measurement;Navigation;Packaging;Paper technology;Path planning;Robot sensing systems","Markov processes;computerised navigation;decision theory;learning (artificial intelligence);path planning;robots;search problems","Markov decision process;meta motion planner;navigation;reinforcement learning;robots;search problem;sensor customization","","2","","7","","","","2001","","IEEE","IEEE Conferences"
"Increasing Retrieval Quality in Conversational Recommenders","M. S. Llorente; S. E. Guerrero","Universitat de Barcelona, Barcelona","IEEE Transactions on Knowledge and Data Engineering","20120817","2012","24","10","1876","1888","A major task of research in conversational recommender systems is personalization. Critiquing is a common and powerful form of feedback, where a user can express her feature preferences by applying a series of directional critiques over the recommendations instead of providing specific preference values. Incremental Critiquing (IC) is a conversational recommender system that uses critiquing as a feedback to efficiently personalize products. The expectation is that in each cycle the system retrieves the products that best satisfy the user's soft product preferences from a minimal information input. In this paper, we present a novel technique that increases retrieval quality based on a combination of compatibility and similarity scores. Under the hypothesis that a user learns during the recommendation process, we propose two novel exponential Reinforcement Learning (RL) approaches for compatibility that take into account both the instant at which the user makes a critique and the number of satisfied critiques. Moreover, we consider that the impact of features on the similarity differs according to the preferences manifested by the user. We propose a Global Weighting (GW) approach that uses a common weight for nearest cases in order to focus on groups of relevant products. We show that our methodology significantly improves recommendation efficiency in four data sets of different sizes in terms of session length in comparison with state-of-the-art approaches. Moreover, our recommender shows higher robustness against noisy user data when compared to classical approaches.","1041-4347;10414347","","10.1109/TKDE.2011.116","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5871618","Conversational recommender systems;case-based reasoning;critiquing elicitation;personalization.","Cognition;Current measurement;Learning systems;Monte Carlo methods;Recommender systems;Space exploration","","","","3","","38","","","20110609","Oct. 2012","","IEEE","IEEE Journals & Magazines"
"Using Contextual Learning to Improve Diagnostic Accuracy: Application in Breast Cancer Screening","L. Song; W. Hsu; J. Xu; M. van der Schaar","Department of Electrical Engineering, University of California, Los Angeles, Los Angeles, CA, USA","IEEE Journal of Biomedical and Health Informatics","20170520","2016","20","3","902","914","Clinicians need to routinely make management decisions about patients who are at risk for a disease such as breast cancer. This paper presents a novel clinical decision support tool that is capable of helping physicians make diagnostic decisions. We apply this support system to improve the specificity of breast cancer screening and diagnosis. The system utilizes clinical context (e.g., demographics, medical history) to minimize the false positive rates while avoiding false negatives. An online contextual learning algorithm is used to update the diagnostic strategy presented to the physicians over time. We analytically evaluate the diagnostic performance loss of the proposed algorithm, in which the true patient distribution is not known and needs to be learned, as compared with the optimal strategy where all information is assumed known, and prove that the false positive rate of the proposed learning algorithm asymptotically converges to the optimum. In addition, our algorithm also has the important merit that it can provide individualized confidence estimates about the accuracy of the diagnosis recommendation. Moreover, the relevancy of contextual features is assessed, enabling the approach to identify specific contextual features that provide the most value of information in reducing diagnostic errors. Experiments were conducted using patient data collected at a large academic medical center. Our proposed approach outperforms the current clinical practice by 36% in terms of false positive rate given a 2% false negative rate.","2168-2194;21682194","","10.1109/JBHI.2015.2414934","10.13039/100000181 - U.S. Air Force Office of Scientific Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7064753","Breast cancer;computer-aided diagnosis system;contextual learning;multiarmed bandit (MAB);online learning","Biopsy;Breast cancer;Clustering algorithms;Context;Imaging","cancer;learning (artificial intelligence);medical diagnostic computing;patient diagnosis","breast cancer screening;clinical decision support tool;contextual features;diagnostic accuracy;disease;false positive rates;online contextual learning algorithm","Aged;Algorithms;Breast Neoplasms;Diagnosis, Computer-Assisted;Early Detection of Cancer;Electronic Health Records;Female;Humans;Mammography;Middle Aged;Signal Processing, Computer-Assisted","2","","42","","","20150320","May 2016","","IEEE","IEEE Journals & Magazines"
"Customized learning algorithms for episodic tasks with acyclic state spaces","T. Bountourelis; S. Reveliotis","School of Industrial & Systems Engineering, Georgia Institute of Technology, USA","2009 IEEE International Conference on Automation Science and Engineering","20090909","2009","","","627","634","The work presented in this paper provides a practical, customized learning algorithm for reinforcement learning tasks that evolve episodically over acyclic state spaces. The presented results are motivated by the optimal disassembly planning (ODP) problem described in, and they complement and enhance some earlier developments on this problem that were presented in. In particular, the proposed algorithm is shown to be a substantial improvement of the original algorithm developed in, in terms of, both, the involved computational effort and the attained performance, where the latter is measured by the accumulated reward. The new algorithm also leads to a robust performance gain over the typical Q-learning implementations for the considered problem context.","2161-8070;21618070","POD:978-1-4244-4578-3","10.1109/COASE.2009.5234189","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5234189","","Aerospace industry;Algorithm design and analysis;Automation;Convergence;Data mining;Learning;Q factor;Space technology;State-space methods;Systems engineering and theory","learning (artificial intelligence)","Q-learning implementation;acyclic state space;customized learning algorithm;episodic task;optimal disassembly planning;reinforcement learning;robust performance gain","","0","","18","","","","22-25 Aug. 2009","","IEEE","IEEE Conferences"
"Multi-objective reinforcement learning algorithm and its improved convergency method","Z. Jin; Z. Huajun","Department of Control Science and Engineering, Huazhong University of Science and Technology, China","2011 6th IEEE Conference on Industrial Electronics and Applications","20110804","2011","","","2438","2445","This paper proposes a multi-objective reinforcement learning algorithm (MORLA) and uses simultaneous perturbation stochastic approximation (SPSA) to improve the convergence of it. Usually, reinforcement learning (RL) is used to design neurocontroller for control system with single objective. When facing multi-objective system, it is necessary to design the neurocontroller according to the personal preference. The MORLA can transform the multi-objective into synthetical objective and applies parallel genetic algorithm (PGA) to evolve the neurocontroller according to the synthetical objective. To establish the synthetical objective, the objective weight which represents the personal preference is calculated by solving the constrained optimization problem (COP) at the end of each generation. The COP requires not only the biggest variance of the synthetical objective in the population, but also requires the weight to fit the designer's preference. After acquiring the weights, the PGA can select the elitists from the population according to the designer's preference and design a satisfying neurocontroller by evolutionary operations. In addition, although GA has good global search ability, it descends slowly at local area. This paper applies SPSA algorithm to search optimal solution when GA is vibrating at local area. The SPSA converges fast by efficient gradient approximation that relies on measurements of the objective function. The hybrid algorithm accelerates the learning speed of reinforcement learning. At last, the MORLA is used to design neurocontroller for a speed-controlled induction motor drive with indirect vector control. With different personal preferences for the drive system, the simulation results show the feasibility and validity of the MORLA.","2156-2318;21562318","Electronic:978-1-4244-8756-1; POD:978-1-4244-8754-7","10.1109/ICIEA.2011.5976002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5976002","SPSA;multi-objective reinforcement learning;speed-controlled","Algorithm design and analysis;Approximation methods;Control systems;Convergence;Genetic algorithms;Learning;Neurocontrollers","genetic algorithms;learning (artificial intelligence);neurocontrollers","constrained optimization problem;indirect vector control;multiobjective reinforcement learning;multiobjective system;neurocontroller;objective function;parallel genetic algorithm;simultaneous perturbation stochastic approximation;speed-controlled induction motor drive","","0","","47","","","","21-23 June 2011","","IEEE","IEEE Conferences"
"Knowledge sharing approaches for distributed agents system","K. S. Hwang; C. W. Hsieh; W. C. Jiang","Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan","2017 International Conference on Advanced Robotics and Intelligent Systems (ARIS)","20180222","2017","","","59","61","Considering situations in a multi-agent system, if there are tremendous number of agents sharing knowledge with each other, it is complicated activities hard to be solved. This thesis proposed a method that all agents just connect with a server to alleviate the complexity of the experiences exchange activities. The server collects learning knowledge loaded from all the agents, merges the knowledge, and shares the knowledge to all agents which lack akin experiences. The agents utilized the proposed Pheromone Mechanism in Ant Colony Algorithm to evaluate whether an experience is worthy to upload to the server. Meanwhile, to deal with the problem of massive data processing, this thesis used the open source software, Apache Hadoop, along with the MapReduce programming model. The agents can take shared experiences integrated with their own knowledge to achieve knowledge sharing and increase the efficiency significantly. The proposed approach in this thesis was implemented by a homemade server and personal computers.","","Electronic:978-1-5386-2419-7; POD:978-1-5386-2420-3; USB:978-1-5386-2418-0","10.1109/ARIS.2017.8297184","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8297184","Ant colony algorithm;Distributed computing;Knowledge merging;Knowledge sharing;Reinforcement learning","Computational modeling;Data models;Multi-agent systems;Programming;Servers;Training;Trajectory","ant colony optimisation;data handling;learning (artificial intelligence);multi-agent systems;parallel programming;public domain software;software agents","Ant Colony Algorithm;Apache Hadoop;MapReduce programming model;Pheromone Mechanism;distributed agents system;experience exchange;experience sharing;homemade server;knowledge merging;knowledge sharing;learning knowledge;massive data processing;multiagent system;open source software","","","","","","","","6-8 Sept. 2017","","IEEE","IEEE Conferences"
"Constructing an intelligent behavior avatar in a virtual world: a self-learning model based on reinforcement","Jui-Fa Chen; Wei-Chuan Lin; Hua-Sheng Bai; Chia-Che Yang; Hsiao-Chuan Chao","Dept. of Inf. Eng., Tamkang Univ., Tamsui, Taiwan","IRI -2005 IEEE International Conference on Information Reuse and Integration, Conf, 2005.","20050912","2005","","","421","426","In this paper, a novel method for personal intelligent behavior avatar (IBA) is proposed to acquire autonomous behavior based on the interactions between user and smart objects in the virtual environment. In this method, the behavior decision model and the self-learning model are integrated by Bayesian networks and reinforcement learning. The Bayesian networks can treat interaction experiences using statistical processes, and the sureness of decision making is represented by certainty factors using stochastic reasoning. The reinforcement learning is implemented by learning experimentation or trial and error mechanisms to improve the performance of IBA through feedback. Therefore, the IBA makes a strategic decision that is approximated and appropriate to the user through the self-learning process by reinforcement learning. Finally, the feasibility of this method is investigated by imitating user's behavior and the results of self-learning process. The results of simulation show that the method is successful in imitating user's behavior and improving the performance of IBA.","","POD:0-7803-9093-8","10.1109/IRI-05.2005.1506510","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1506510","","Artificial intelligence;Avatars;Bayesian methods;Chaos;Decision making;Educational institutions;Information technology;Intelligent agent;Learning;Virtual environment","avatars;belief networks;decision making;human computer interaction;inference mechanisms;stochastic processes;unsupervised learning","Bayesian networks;behavior decision model;decision making;personal intelligent behavior avatar;reinforcement learning;self-learning model;statistical process;stochastic reasoning;user behavior;virtual world","","1","","9","","","","15-17 Aug. 2005","","IEEE","IEEE Conferences"
"Learning to give route directions from human demonstrations","S. Oßwald; H. Kretzschmar; W. Burgard; C. Stachniss","Department of Computer Science, University of Freiburg, 79110 Freiburg, Germany","2014 IEEE International Conference on Robotics and Automation (ICRA)","20140929","2014","","","3303","3308","For several applications, robots and other computer systems must provide route descriptions to humans. These descriptions should be natural and intuitive for the human users. In this paper, we present an algorithm that learns how to provide good route descriptions from a corpus of human-written directions. Using inverse reinforcement learning, our algorithm learns how to select the information for the description depending on the context of the route segment. The algorithm then uses the learned policy to generate directions that imitate the style of the descriptions provided by humans, thus taking into account personal as well as cultural preferences and special requirements of the particular user group providing the learning demonstrations. We evaluate our approach in a user study and show that the directions generated by our policy sound similar to human-given directions and substantially more natural than directions provided by commercial web services.","1050-4729;10504729","Electronic:978-1-4799-3685-4; POD:978-1-4799-3686-1; USB:978-1-4799-3684-7","10.1109/ICRA.2014.6907334","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6907334","","Computers;Context;Cultural differences;Entropy;Learning (artificial intelligence);Measurement;Web services","control engineering computing;learning (artificial intelligence);mobile robots;path planning","computer systems;cultural preferences;human demonstrations;human-given directions;human-written directions;inverse reinforcement learning;learning demonstrations;personal preferences;robots;route descriptions;route directions;route segment","","3","","25","","","","May 31 2014-June 7 2014","","IEEE","IEEE Conferences"
"Dynamic Information Retrieval Modeling","G. H. Yang; M. Sloan; J. Wang","","Dynamic Information Retrieval Modeling","20160706","2016","","","","","<p> Big data and human-computer information retrieval (HCIR) are changing IR. They capture the dynamic changes in the data and dynamic interactions of users with IR systems. A dynamic system is one which changes or adapts over time or a sequence of events. Many modern IR systems and data exhibit these characteristics which are largely ignored by conventional techniques. What is missing is an ability for the model to change over time and be responsive to stimulus. Documents, relevance, users and tasks all exhibit dynamic behavior that is captured in data sets typically collected over long time spans and models need to respond to these changes. Additionally, the size of modern datasets enforces limits on the amount of learning a system can achieve. Further to this, advances in IR interface, personalization and ad display demand models that can react to users in real time and in an intelligent, contextual way. </p> <p>In this book we provide a comprehensive and up to-date introduction to Dynamic Information Retrieval Modeling, the statistical modeling of IR systems that can adapt to change. We define <i>dynamics</i>, what it means within the context of IR and highlight examples of problems where dynamics play an important role. We cover techniques ranging from classic relevance feedback to the latest applications of partially observable Markov decision processes (POMDPs) and a handful of useful algorithms and tools for solving IR problems incorporating dynamics. </p> <p>The theoretical component is based around the Markov Decision Process (MDP), a mathematical framework taken from the field of Artificial Intelligence (AI) that enables us to construct models that change according to sequential inputs. We define the framework and the algorithms commonly used to optimize over it and generalize it to the case where the inputs aren't reliable. We explore the topic of reinforcement learning more broadly and introduce nother tool known as a Multi-Armed Bandit which is useful for cases where exploring model parameters is beneficial. Following this we introduce theories and algorithms which can be used to incorporate dynamics into an IR model before presenting an array of state-of-the-art research that already does, such as in the areas of session search and online advertising. </p> <p>Change is at the heart of modern Information Retrieval systems and this book will help equip the reader with the tools and knowledge needed to understand <i>Dynamic Information Retrieval Modeling</i>. </p>","","97816270552","10.2200/S00718ED1V01Y201605ICR049","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=7503460.pdf&bkn=7503459&pdfType=book","Markov decision process;dynamic information retrieval;information retrieval;information retrieval evaluation;information retrieval models;recommender systems;reinforcement learning","","","","","","","","2016","","","","","Morgan & Claypool","Morgan and Claypool eBooks"
"Expert Level Control of Ramp Metering Based on Multi-Task Deep Reinforcement Learning","F. Belletti; D. Haziza; G. Gomes; A. M. Bayen","Computer Science Deptartment, University of California at Berkeley, Berkeley, CA, USA","IEEE Transactions on Intelligent Transportation Systems","20180328","2018","19","4","1198","1207","This paper shows how the recent breakthroughs in reinforcement learning (RL) that have enabled robots to learn to play arcade video games, walk, or assemble colored bricks, can be used to perform other tasks that are currently at the core of engineering cyberphysical systems. We present the first use of RL for the control of systems modeled by discretized non-linear partial differential equations (PDEs) and devise a novel algorithm to use non-parametric control techniques for large multi-agent systems. Cyberphysical systems (e.g., hydraulic channels, transportation systems, the energy grid, and electromagnetic systems) are commonly modeled by PDEs, which historically have been a reliable way to enable engineering applications in these domains. However, it is known that the control of these PDE models is notoriously difficult. We show how neural network-based RL enables the control of discretized PDEs whose parameters are unknown, random, and time-varying. We introduce an algorithm of mutual weight regularization (MWR), which alleviates the curse of dimensionality of multi-agent control schemes by sharing experience between agents while giving each agent the opportunity to specialize its action policy so as to tailor it to the local parameters of the part of the system it is located in. A discretized PDE, such as the scalar Lighthill-Whitham-Richards PDE can indeed be considered as a macroscopic freeway traffic simulator and which presents the most salient challenges for learning to control large cyberphysical system with multiple agents. We consider two different discretization procedures and show the opportunities offered by applying deep reinforcement for continuous control on both. Using a neural RL PDE controller on a traffic flow simulation based on a Godunov discretization of the San Francisco Bay Bridge, we are able to achieve precise adaptive metering without model calibration thereby beating the state of the art in traffic metering. Furthermore, with the m- re accurate BeATS simulator, we manage to achieve a control performance on par with ALINEA, a state-of-the-art parametric control scheme, and show how using MWR improves the learning procedure.","1524-9050;15249050","","10.1109/TITS.2017.2725912","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8011495","Deep learning;continuous control;deep reinforcement learning;macroscopic traffic models;partial differential equations;reinforcement learning;transportation systems","Biological system modeling;Control systems;Cyber-physical systems;Learning (artificial intelligence);Mathematical model;Neural networks;Transportation","computer games;digital simulation;learning (artificial intelligence);multi-agent systems;partial differential equations;road traffic;road traffic control;traffic control;traffic engineering computing","Godunov discretization;MWR;PDE models;arcade video games;assemble colored bricks;continuous control;control performance;cyberphysical system;different discretization procedures;discretized PDE;electromagnetic systems;engineering applications;engineering cyberphysical systems;expert level control;hydraulic channels;learning procedure;macroscopic freeway traffic simulator;model calibration;multiagent control schemes;multiagent systems;multiple agents;multitask deep reinforcement learning;mutual weight regularization;neural RL PDE controller;nonlinear partial differential equations;nonparametric control techniques;parametric control scheme;precise adaptive metering;ramp metering;scalar Lighthill-Whitham-Richards PDE;traffic metering;transportation systems","","","","","","","20170816","April 2018","","IEEE","IEEE Journals & Magazines"
"Reinforcement learning-based cooperative sensing in cognitive radio ad hoc networks","B. F. Lo; I. F. Akyildiz","Broadband Wireless Networking Laboratory, School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, 30332, USA","21st Annual IEEE International Symposium on Personal, Indoor and Mobile Radio Communications","20101217","2010","","","2244","2249","In cognitive radio networks, spectrum sensing is a fundamental function for detecting the presence of primary users in licensed frequency bands. Due to multipath fading and shadowing, the performance of detection may be considerably compromised. To improve the detection probability, cooperative sensing is an effective approach for secondary users to cooperate and combat channel impairments. This approach, however, incurs overhead such as sensing delay for reporting local decisions and the increase of control traffic in the network. In this paper, a reinforcement learning-based cooperative sensing method is proposed to address the cooperation overhead problem. By using the proposed cooperative sensing model, the secondary user learns to (i) find the optimal set of cooperating neighbors with minimum control traffic, (ii) minimize the overall cooperative sensing delay, (iii) select independent users for cooperation under correlated shadowing, and (iv) improve the energy efficiency for cooperative sensing. The simulation results show that the proposed reinforcement learning-based cooperative sensing method reduces the overhead of cooperative sensing while effectively improving the detection performance to combat correlated shadowing.","2166-9570;21669570","Electronic:978-1-4244-8016-6; POD:978-1-4244-8017-3","10.1109/PIMRC.2010.5671686","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5671686","","Correlation;Delay;Fading;Learning;Markov processes;Sensors;Shadow mapping","ad hoc networks;cognitive radio;cooperative systems;learning (artificial intelligence);telecommunication computing","ad hoc networks;cognitive radio networks;control traffic;cooperative sensing delay;detection performance;multipath fading;reinforcement learning-based cooperative sensing;reinforcement learning-based cooperative sensing method;shadowing;spectrum sensing","","11","","12","","","","26-30 Sept. 2010","","IEEE","IEEE Conferences"
"A learning model for personalized adaptive cruise control","X. Chen; Y. Zhai; C. Lu; J. Gong; G. Wang","Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing 100081 China","2017 IEEE Intelligent Vehicles Symposium (IV)","20170731","2017","","","379","384","This paper develops a learning model for personalized adaptive cruise control that can learn from human demonstration online and mimic a human driver's driving strategies in the dynamic traffic environment. Under the framework of the proposed model, reinforcement learning is used to capture the human-desired driving strategy, and the proportion-integration-differentiation controller is adopted to convert the learning strategy to low-level control commands. The performance of the learning model is tested in the simulation environment built in a driving simulator using PreScan. Experimental results show that the learning model can duplicate human driving strategies with acceptable errors. Moreover, compared with the traditional adaptive cruise control, the proposed model can provide better driving comfort and smoothness in the dynamic situation.","","Electronic:978-1-5090-4804-5; POD:978-1-5090-4805-2; USB:978-1-5090-4803-8","10.1109/IVS.2017.7995748","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7995748","","Acceleration;Adaptation models;Cruise control;Data models;Learning (artificial intelligence);Vehicle dynamics;Vehicles","adaptive control;intelligent transportation systems;learning (artificial intelligence);three-term control","PreScan;driving simulator;human demonstration;human driver;human-desired driving strategy;intelligent driving systems;learning model;personalized adaptive cruise control;proportion-integration-differentiation controller;reinforcement learning","","","","","","","","11-14 June 2017","","IEEE","IEEE Conferences"
"Past Makes Future: Role of pFC in Prediction","J. M. Fuster; S. L. Bressler","1University of California, Los Angeles","Journal of Cognitive Neuroscience","20150305","2015","27","4","639","654","<para>The pFC enables the essential human capacities for predicting future events and preadapting to them. These capacities rest on both the structure and dynamics of the human pFC. Structurally, pFC, together with posterior association cortex, is at the highest hierarchical level of cortical organization, harboring neural networks that represent complex goal-directed actions. Dynamically, pFC is at the highest level of the perception–action cycle, the circular processing loop through the cortex that interfaces the organism with the environment in the pursuit of goals. In its predictive and preadaptive roles, pFC supports cognitive functions that are critical for the temporal organization of future behavior, including planning, attentional set, working memory, decision-making, and error monitoring. These functions have a common future perspective and are dynamically intertwined in goal-directed action. They all utilize the same neural infrastructure: a vast array of widely distributed, overlapping, and interactive cortical networks of personal memory and semantic knowledge, named cognits, which are formed by synaptic reinforcement in learning and memory acquisition. From this cortex-wide reservoir of memory and knowledge, pFC generates purposeful, goal-directed actions that are preadapted to predicted future events.</para>","0898-929X;0898929X","","10.1162/jocn_a_00746","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7052276","","","","","","0","","","","","","April 2015","","MIT Press","MIT Press Journals"
"Autonomous resource allocation for dense LTE networks: A Multi Armed Bandit formulation","A. Feki; V. Capdevielle","Alcatel-Lucent Bell Labs, France","2011 IEEE 22nd International Symposium on Personal, Indoor and Mobile Radio Communications","20120126","2011","","","66","70","Resource allocation is an important prerequisite for the effective deployment of Pico Cells (PCs). This topic becomes even more challenging in the case of heterogeneous networks, where autonomous interference management mechanisms are necessary. In this article, we propose a resource sharing method inspired from the reinforcement learning theory and particularly the methods used to solve the Multi Armed Bandit (MAB) problem. The main goal resides in giving the ability for each cell to make its decision autonomously while dynamically taking into account the resource occupation of each surrounding cell. We set up the global framework for the MAB based resource allocation strategies in the case of total frequency overlapping PCs. The performances of the proposed method are evaluated in the case of Long Term Evolution (LTE) Pico Cells deployment and compared to static allocation schemes. The results demonstrate the efficiency of our method.","2166-9570;21669570","Electronic:978-1-4577-1348-4; POD:978-1-4577-1346-0; USB:978-1-4577-1347-7","10.1109/PIMRC.2011.6140047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6140047","Inter-Cell Interference (ICI);LTE;MAB;Pico Cell (PC);Reinforcement Learning theory;Resource allocation","Indexes;Interference;OFDM;Resource management;Signal to noise ratio;Throughput;Time frequency analysis","Long Term Evolution;interference suppression;learning (artificial intelligence);picocellular radio;telecommunication computing;telecommunication network management","Long Term Evolution;MAB based resource allocation;autonomous interference management mechanisms;autonomous resource allocation;dense LTE networks;heterogeneous networks;multiarmed bandit formulation;pico cells;reinforcement learning theory;resource sharing method","","6","1","12","","","","11-14 Sept. 2011","","IEEE","IEEE Conferences"
