Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Data-driven inverse learning of passenger preferences in urban public transits,G. Wu; Y. Ding; Y. Li; J. Luo; F. Zhang; J. Fu,"Worcester Polytechnic Institute (WPI), 100 Institute Road, Worcester, MA 01609, USA",2017 IEEE 56th Annual Conference on Decision and Control (CDC),20180122,2017,,,5068,5073,"Urban public transit planning is crucial in reducing traffic congestion and enabling green transportation. However, there is no systematic way to integrate passengers' personal preferences in planning public transit routes and schedules so as to achieve high occupancy rates and efficiency gain of ride-sharing. In this paper, we take the first step tp exact passengers' preferences in planning from history public transit data. We propose a data-driven method to construct a Markov decision process model that characterizes the process of passengers making sequential public transit choices, in bus routes, subway lines, and transfer stops/stations. Using the model, we integrate softmax policy iteration into maximum entropy inverse reinforcement learning to infer the passenger's reward function from observed trajectory data. The inferred reward function will enable an urban planner to predict passengers' route planning decisions given some proposed transit plans, for example, opening a new bus route or subway line. Finally, we demonstrate the correctness and accuracy of our modeling and inference methods in a large-scale (three months) passenger-level public transit trajectory data from Shenzhen, China. Our method contributes to smart transportation design and human-centric urban planning.",,Electronic:978-1-5090-2873-3; POD:978-1-5090-2874-0; USB:978-1-5090-2872-6,10.1109/CDC.2017.8264410,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8264410,,Data models;Entropy;Markov processes;Planning;Public transportation;Roads;Trajectory,Markov processes;data analysis;entropy;learning (artificial intelligence);town and country planning;traffic engineering computing;transportation,China;Markov decision process model;Shenzhen;bus route;bus routes;data-driven inverse learning;data-driven method;enabling green transportation;green transportation;high occupancy rates;history public transit data;human-centric urban planning;inference methods;inferred reward function;large-scale passenger-level public transit trajectory data;maximum entropy inverse reinforcement;observed trajectory data;public transit routes;sequential public transit choices;smart transportation design;traffic congestion;transit plans;urban planner;urban public transit planning,,,,,,,,12-15 Dec. 2017,,IEEE,IEEE Conferences
Personalized Course Sequence Recommendations,J. Xu; T. Xing; M. van der Schaar,"Department of Electrical and Computer Engineering, University of Miami, Coral Gables, FL, USA",IEEE Transactions on Signal Processing,20160824,2016,64,20,5340,5352,"Given the variability in student learning, it is becoming increasingly important to tailor courses as well as course sequences to student needs. This paper presents a systematic methodology for offering personalized course sequence recommendations to students. First, a forward-search backward-induction algorithm is developed that can optimally select course sequences to decrease the time required for a student to graduate. The algorithm accounts for prerequisite requirements (typically present in higher level education) and course availability. Second, using the tools of multiarmed bandits, an algorithm is developed that can optimally recommend a course sequence that both reduces the time to graduate while also increasing the overall GPA of the student. The algorithm dynamically learns how students with different contextual backgrounds perform for given course sequences and, then, recommends an optimal course sequence for new students. Using real-world student data from the UCLA Mechanical and Aerospace Engineering Department, we illustrate how the proposed algorithms outperform other methods that do not include student contextual information when making course sequence recommendations.",1053-587X;1053587X,,10.1109/TSP.2016.2595495,10.13039/100000001 - National Science Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7524023,Personalized education;contextual bandits;course sequence recommendation;dynamic programming,Adaptive systems;Aerospace engineering;Complexity theory;Education;Electronic mail;Heuristic algorithms;Signal processing algorithms,aerospace computing;computer aided instruction;educational courses;engineering education;inference mechanisms;mechanical engineering computing;recommender systems,GPA;UCLA Mechanical and Aerospace Engineering Department;contextual backgrounds;course availability;forward-search backward-induction algorithm;multiarmed bandit tool;personalized course sequence recommendations;prerequisite requirements;student learning;systematic methodology,,2,,,,,20160727,"Oct.15, 15 2016",,IEEE,IEEE Journals & Magazines
Policy search for learning robot control using sparse data,B. Bischoff; D. Nguyen-Tuong; H. van Hoof; A. McHutchon; C. E. Rasmussen; A. Knoll; J. Peters; M. P. Deisenroth,"Cognitive Systems, Bosch Corporate Research, Germany",2014 IEEE International Conference on Robotics and Automation (ICRA),20140929,2014,,,3882,3887,"In many complex robot applications, such as grasping and manipulation, it is difficult to program desired task solutions beforehand, as robots are within an uncertain and dynamic environment. In such cases, learning tasks from experience can be a useful alternative. To obtain a sound learning and generalization performance, machine learning, especially, reinforcement learning, usually requires sufficient data. However, in cases where only little data is available for learning, due to system constraints and practical issues, reinforcement learning can act suboptimally. In this paper, we investigate how model-based reinforcement learning, in particular the probabilistic inference for learning control method (Pilco), can be tailored to cope with the case of sparse data to speed up learning. The basic idea is to include further prior knowledge into the learning process. As Pilco is built on the probabilistic Gaussian processes framework, additional system knowledge can be incorporated by defining appropriate prior distributions, e.g. a linear mean Gaussian prior. The resulting Pilco formulation remains in closed form and analytically tractable. The proposed approach is evaluated in simulation as well as on a physical robot, the Festo Robotino XT. For the robot evaluation, we employ the approach for learning an object pick-up task. The results show that by including prior knowledge, policy learning can be sped up in presence of sparse data.",1050-4729;10504729,Electronic:978-1-4799-3685-4; POD:978-1-4799-3686-1; USB:978-1-4799-3684-7,10.1109/ICRA.2014.6907422,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6907422,,Computational modeling;Data models;Grasping;Heuristic algorithms;Pneumatic systems;Robots;Valves,Gaussian distribution;Gaussian processes;learning (artificial intelligence);learning systems;probability;robots,Festo Robotino XT;PILCO;dynamic environment;generalization performance;grasping;learning robot control;linear mean Gaussian prior distribution;machine learning;manipulation;model-based reinforcement learning;object pick-up task;physical robot;policy learning;policy search;probabilistic Gaussian processes framework;probabilistic inference for learning control method;sound learning;sparse data;system constraints;uncertain environment,,3,,14,,,,May 31 2014-June 7 2014,,IEEE,IEEE Conferences
Teaching mentoring program for the application of active methodologies and ICT tools,N. E. Salazar,"Educational Innovation Deparment, Tecsup, Trujillo, Per&#x00FA;",2017 IEEE Frontiers in Education Conference (FIE),20171214,2017,,,1,6,"This research is characterized by the effectiveness of the Teaching Mentoring Program for the application of active methodologies and ICT tools in Tecsup Norte teachers, Trujillo, Peru. A goal was set for the three locations of Tecsup Norte (Trujillo, City), Tecsup Centro (Lima, City), Tecsup Sur (Arequipa, City), to achieve that in 2016, 80%, apply at least one active methodology per semester and make use of ICT tools. The result for Tecsup Norte after completing the first semester was that 28% of teachers used an active methodology and 16% used ICT tools. At the beginning of the 2016 II semester, the Teaching Mentoring Program was designed, consisting of five stages: 1. first contact and interview with the teacher, 2. personalized training, 3. programming and revision of class material, 4. accompaniment in classroom and evaluation by rubrics, and 5. feedforward and recognition. For this, psychological strategies such as rapport, positive reinforcement and behavioral modeling were adapted, as well as the tool of coaching feedforward and evaluation rubrics were designed for the application of active methodologies. To guarantee the effectiveness of the program was a team of two specialists in active methodologies and ICT tools. Work schedule and control of man hours was approached using Gantt diagram. The results of the implementation of the program are relevant, since 95% of the teachers of the semester 2016 II applied active methodologies and ICT tools; in comparison to the result of the 2016 I semester. Tecsup Norte becomes the first site that exceeds the established goal of 80% in application of active methodologies and ICT tools, through the Teaching Mentoring program, the other venues that did not apply the Teaching Mentoring Program were: Tecsup Centro 62% and Tecsup Sur 50%. This educational innovation contributes a program for the training, accompaniment and evaluation of the teaching performance through active methodologies, such as: Flipped le- rning, case-based learning, problem-based learning, guided-learning project and the use of ICT tools.",,Electronic:978-1-5090-5920-1; POD:978-1-5090-4920-2; USB:978-1-5090-5919-5,10.1109/FIE.2017.8190607,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190607,ICT tools;Mentoring Teaching;active methodologies;evaluation rubrics;feedforward;personalized training,Google;Interviews;Mentoring;Technological innovation;Tools;Urban areas,computer aided instruction;teaching,Arequipa City;Gantt diagram;ICT tools;Lima City;Peru;Teaching Mentoring Program;Teaching Mentoring program;Teaching mentoring program;Tecsup Centro;Tecsup Norte teachers;Tecsup Sur;Trujillo,,,,,,,,18-21 Oct. 2017,,IEEE,IEEE Conferences
Q-learning based power control algorithm for D2D communication,S. Nie; Z. Fan; M. Zhao; X. Gu; L. Zhang,"Key Lab of Universal Wireless Communication, Beijing University of Posts and Telecommunications, Beijing, China 100876","2016 IEEE 27th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)",20161222,2016,,,1,6,"In this paper, reinforcement learning (RL) based power control algorithm in underlay D2D communication is studied. The approach we use regards D2D communication as a multi-agents system, and power control is achieved by maximizing system capacity while maintaining the requirement of quality of service(QoS) from cellular users. We propose two RL based power control methods for D2D users, i.e., team-Q learning and distributed-Q learning. The former is a centralized method in which only one Q-value table needs to be maintained, while the latter enables D2D users to learn independently and reduces the complexity of Q-value table. Simulation results show the difference of the two Q-learning algorithm in terms of convergence and reward function. In addition, it is shown that through our distributed-Q learning, D2D users not only are able to learn their power in a self-organized way, but also achieve better system performance than that using traditional method in LTE(Long Term Evolution).",,Electronic:978-1-5090-3254-9; POD:978-1-5090-3255-6,10.1109/PIMRC.2016.7794793,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7794793,D2D communication;Q-learning;Reinforcement learning;multi-agent system;power control,Algorithm design and analysis;Device-to-device communication;Interference;Power control;Quality of service;Radio transmitters;Signal to noise ratio,Long Term Evolution;learning (artificial intelligence);multi-agent systems;power control;quality of service;telecommunication control,LTE;Long Term Evolution;Q-learning based power control algorithm;QoS;cellular users;distributed-Q learning;multiagents system;quality of service;reinforcement learning;system capacity;underlay D2D communication,,,,,,,,4-8 Sept. 2016,,IEEE,IEEE Conferences
MOSAIC for Multiple-Reward Environments,N. Sugimoto; M. Haruno; K. Doya; M. Kawato,"Center for Information and Neural Networks, National Institute of Information and Communications Technology, Kyoto 619-0288, Japan, and Department of Brain Robot Interface, Brain Information Communication Research Laboratory Group, ATR, Kyoto 619-0288, Japan xsugi@nict.go.jp",Neural Computation,20140519,2012,24,3,577,606,"Reinforcement learning (RL) can provide a basic framework for autonomous robots to learn to control and maximize future cumulative rewards in complex environments. To achieve high performance, RL controllers must consider the complex external dynamics for movements and task (reward function) and optimize control commands. For example, a robot playing tennis and squash needs to cope with the different dynamics of a tennis or squash racket and such dynamic environmental factors as the wind. In addition, this robot has to tailor its tactics simultaneously under the rules of either game. This double complexity of the external dynamics and reward function sometimes becomes more complex when both the multiple dynamics and multiple reward functions switch implicitly, as in the situation of a real (multi-agent) game of tennis where one player cannot observe the intention of her opponents or her partner. The robot must consider its opponent's and its partner's unobservable behavioral goals (reward function). In this article, we address how an RL agent should be designed to handle such double complexity of dynamics and reward. We have previously proposed modular selection and identification for control (MOSAIC) to cope with nonstationary dynamics where appropriate controllers are selected and learned among many candidates based on the error of its paired dynamics predictor: the forward model. Here we extend this framework for RL and propose MOSAIC-MR architecture. It resembles MOSAIC in spirit and selects and learns an appropriate RL controller based on the RL controller's TD error using the errors of the dynamics (the forward model) and the reward predictors. Furthermore, unlike other MOSAIC variants for RL, RL controllers are not a priori paired with the fixed predictors of dynamics and rewards. The simulation results demonstrate that MOSAIC-MR outperforms other counterparts because of this flexible association ability among RL controllers, forward models, and reward pr- dictors.",0899-7667;08997667,,10.1162/NECO_a_00246,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6797532,,,,,,2,,,,,,March 2012,,MIT Press,MIT Press Journals
A Recursive Dialogue Game for Personalized Computer-Aided Pronunciation Training,P. h. Su; C. h. Wu; L. s. Lee,"Department of Engineering, University of Cambridge, Cambridge, United Kingdom","IEEE/ACM Transactions on Audio, Speech, and Language Processing",20150114,2015,23,1,127,141,"Learning languages in addition to the native language is very important for all people in the globalized world today, and computer-aided pronunciation training (CAPT) is attractive since the software can be used anywhere at any time, and repeated as many times as desired. In this paper, we introduce the immersive interaction scenario offered by spoken dialogues to CAPT by proposing a recursive dialogue game to make CAPT personalized. A number of tree-structured sub-dialogues are linked sequentially and recursively as the script for the game. The system policy at each dialogue turn is to select in real-time along the dialogue the best training sentence for each specific individual learner within the dialogue script, considering the learner's learning status and the future possible dialogue paths in the script, such that the learner can have the scores for all pronunciation units considered reaching a predefined standard in a minimum number of turns. The purpose here is that those pronunciation units poorly produced by the specific learner can be offered with more practice opportunities in the future sentences along the dialogue, which enables the learner to improve the pronunciation without having to repeat the same training sentences many times. This makes the learning process for each learner completely personalized. The dialogue policy is modeled by Markov decision process (MDP) with high-dimensional continuous state space, and trained with fitted value iteration using a huge number of simulated learners. These simulated leaners have the behavior similar to real learners, and were generated from a corpus of real learner data. The experiments demonstrated very promising results and a real cloud-based system is also successfully implemented.",2329-9290;23299290,,10.1109/TASLP.2014.2375572,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6971195,Computer-aided pronunciation training (CAPT);Markov decision process;computer-assisted language learning;dialogue game;reinforcement learning,Computers;Games;Markov processes;Software;Speech;Speech processing;Training,Markov processes;cloud computing;computer based training;computer games;interactive systems;linguistics;real-time systems,MDP;Markov decision process;dialogue paths;dialogue policy;dialogue script;fitted value iteration;game script;high-dimensional continuous state space;immersive interaction scenario;language learning;learner learning status;native language;personalized CAPT;personalized computer-aided pronunciation training;pronunciation improvement;pronunciation unit scores;real cloud-based system;real learners;recursive dialogue game;sequentially-recursively linked tree-structured subdialogues;simulated leaners;spoken dialogues;system policy;training sentence,,2,,52,,,20141202,Jan. 2015,,IEEE,IEEE Journals & Magazines
Video Annotation Through Search and Graph Reinforcement Mining,E. Moxley; T. Mei; B. S. Manjunath,"University of California at Santa Barbara, California, U.S.A.",IEEE Transactions on Multimedia,20100315,2010,12,3,184,193,"Unlimited vocabulary annotation of multimedia documents remains elusive despite progress solving the problem in the case of a small, fixed lexicon. Taking advantage of the repetitive nature of modern information and online media databases with independent annotation instances, we present an approach to automatically annotate multimedia documents that uses mining techniques to discover new annotations from similar documents and to filter existing incorrect annotations. The annotation set is not limited to words that have training data or for which models have been created. It is limited only by the words in the collective annotation vocabulary of all the database documents. A graph reinforcement method driven by a particular modality (e.g., visual) is used to determine the contribution of a similar document to the annotation target. The graph supplies possible annotations of a different modality (e.g., text) that can be mined for annotations of the target. Experiments are performed using videos crawled from YouTube. A customized precision-recall metric shows that the annotations obtained using the proposed method are superior to those originally existing for the document. These extended, filtered tags are also superior to a state-of-the-art semi-supervised technique for graph reinforcement learning on the initial user-supplied annotations.",1520-9210;15209210,,10.1109/TMM.2010.2041101,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5398917,Data mining;graph theory;video annotation;video content analysis,,data mining;document handling;learning (artificial intelligence);video retrieval,annotations discovery;collective annotation vocabulary;customized precision recall metric;database documents;graph reinforcement mining;multimedia documents annotation;online media database;video annotation,,28,,36,,,20100126,April 2010,,IEEE,IEEE Journals & Magazines
Performance improvements in schools with Adaptive Learning and Assessment,R. Raman; P. Nedungadi,"School of Engineering, Amrita Vishwa Vidyapeetham, India",2010 4th International Conference on Distance Learning and Education,20101021,2010,,,10,14,"This paper presents Amrita Learning, a web-based, multimedia-enabled, Adaptive Assessment and Learning System for schools. Computer-based adaptive assessments aim to use an optimal and individualized assessment path to determine the knowledge level of students. The new goal for adaptive assessment is based on educational outcomes, which describe what learners must be able to do as a result of items studied. Assessment based on outcomes creates the initial roadmap for the educational model, ensuring that students are not learning items that are already mastered. Learners and instructors can accurately determine their areas of strengths and weaknesses, and use this to determine future instruction. This paper explains the underlying principles used in the initial adaptive assessment followed by evaluation that is closely interwoven with learning. An expert module continuously adjusts the content and method of presentation based on the sequence of learner's recent responses and prior knowledge. The system maintains and updates both the individual learner profile and group profiles. Amrita Learning, targeted to school students, is built upon the principles of spiral learning with mixed presentation from multiple skill areas, thus providing continuous reinforcement in all skill-areas. The proposed competency model has been pilot tested in both city and rural area schools. In the majority of cases where students used it consistently, there were quantifiable improvements in learning levels and performance in schools. Summaries of the results and recommendations are included in this paper.",2169-1428;21691428,Electronic:978-1-4244-8752-3; POD:978-1-4244-8751-6,10.1109/ICDLE.2010.5606052,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5606052,Adaptive Learning;Assessment;Continuous Evaluation;Flash Animations;ICT;Intelligent Tutoring Systems Spiral Learning;Interactive;Mastery Learning;Mixed Presentation;individualised instruction;special needs,Adaptation model;Browsers;Equations;Fires;Geometry;Mathematical model;XML,Internet;computer aided instruction;educational institutions;learning (artificial intelligence);multimedia systems,Amrita learning;Schools;Web based multimedia enabled adaptive assessment;adaptive learning;city area school;learner response;performance improvement;rural area school;spiral learning;student knowledge level,,1,,10,,,,3-5 Oct. 2010,,IEEE,IEEE Conferences
Hardware implementation of FAST-based reinforcement learning algorithm,Kao-Shing Hwang; Yuan-Pao Hsu; His-Wen Hsieh; Hsin-Yi Lin,"Dept. of Electr., Nat. Chung-Cheng Univ., Taiwan","Proceedings of 2005 IEEE International Workshop on VLSI Design and Video Technology, 2005.",20050906,2005,,,435,438,"A FAST-based (flexible adaptable-size topology) reinforcement learning chip is implemented in this article. Basically, the FAST is an ART-like (adaptive resonance theory) mechanism. The ART is characterized as one of unsupervised learning neural network models, facilitated to solve stability-plasticity dilemma. The chip is a self organizing architecture that consists of three main structures including similarity, learning, and pruning. Dynamically adjusting the size of sensitivity regions of each neuron and adaptively pruning one of the neurons when an input pattern activates more than one neuron, the chip can preserve hardware resources (available neurons) to accommodate more categories. The clustered result by the implemented chip is then sent to an AHC (adaptive heuristic critic) architecture (emulated by a personal computer) to learn to balance an inverted pendulum system, which is also emulated by the personal computer for verifying the implemented architecture.",,POD:0-7803-9005-9,10.1109/IWVDVT.2005.1504643,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1504643,,Computer architecture;Hardware;Microcomputers;Network topology;Neural networks;Neurons;Resonance;Stability;Subspace constraints;Unsupervised learning,field programmable gate arrays;learning (artificial intelligence);microcomputers;neural net architecture;pendulums;self-adjusting systems,adaptive heuristic critic architecture;adaptive resonance theory;flexible adaptable-size topology;hardware implementation;inverted pendulum system;reinforcement learning algorithm;self organizing architecture,,4,,5,,,,28-30 May 2005,,IEEE,IEEE Conferences
Video summarization using reinforcement learning in eigenspace,K. Masumitsu; T. Echigo,"IBM Tokyo Res. Lab., Kanagawa, Japan",Proceedings 2000 International Conference on Image Processing (Cat. No.00CH37101),20020806,2000,2,,267,270 vol.2,"We propose video summarization using reinforcement learning. The importance score of each frame in a video is calculated from the user's actions in handling similar previous frames; if such frames were watched rather than skipped, a high score is assigned. To calculate the score, instead of using raw feature vectors extracted from images, we use feature vectors projected on eigenspace: as a result, we can deal with the features comprehensively. We also give an algorithm that uses the reinforcement learning method to create a personalized video summary. The summarization algorithm is applied to a soccer video to confirm its effectiveness.",1522-4880;15224880,POD:0-7803-6297-7,10.1109/ICIP.2000.899351,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=899351,,Data mining;Feature extraction;Information retrieval;Joining processes;Laboratories;Layout;Learning;Multimedia communication;TV broadcasting;Watches,feature extraction;image sequences;learning (artificial intelligence);video signal processing,algorithm;eigenspace;feature vectors extraction;personalized video summary;reinforcement learning;soccer video;summarization algorithm;video frame;video summarization,,4,3,7,,,,10-13 Sept. 2000,10 Sep 2000-13 Sep 2000,IEEE,IEEE Conferences
Anti-lock braking systems data-driven control using Q-learning,M. B. Radac; R. E. Precup; R. C. Roman,"Department of Automation and Applied Informatics, Politehnica University of Timisoara, Timisoara, Romania",2017 IEEE 26th International Symposium on Industrial Electronics (ISIE),20170807,2017,,,418,423,"A model-free tire slip control solution for a fast, highly nonlinear Anti-lock Braking System (ABS) is proposed in this work via a reinforcement Q-learning optimal control approach. The solution is tailored around a batch neural fitted scheme using two neural networks to approximate the value function and the controller, respectively. The transition samples are collected from the process through interaction by online exploiting the current iteration controller (or policy) under an ε-greedy exploration strategy. The ABS process fits this type of learning-by-interaction since it does not need an initial stabilizing controller. The validation case studies carried out on a real laboratory setup reveal that high control system performance can be achieved after several tens of interaction episodes with the controlled process. Insightful comments on the observed control behavior in a set of real-time experiments are offered along with performance comparisons with several other controllers.",,Electronic:978-1-5090-1412-5; POD:978-1-5090-1413-2,10.1109/ISIE.2017.8001283,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8001283,Actor critic control;Anti-lock Braking System;Q-learning;model-free control;neural networks,,automotive components;braking;greedy algorithms;learning (artificial intelligence);motion control;neurocontrollers;optimal control,ε-greedy exploration strategy;anti-lock braking system;batch neural fitted scheme;data-driven control;iteration controller;learning-by-interaction;model-free tire slip control;neural networks;nonlinear ABS;optimal control;reinforcement Q-learning;value function,,,,,,,,19-21 June 2017,,IEEE,IEEE Conferences
A Reinforcement Learning Approach to Emotion-based Automatic Playlist Generation,C. Y. Chi; R. T. H. Tsai; J. Y. Lai; J. Y. j. Hsu,"Dept. of CSIE, Nat. Taiwan Univ., Taipei, Taiwan",2010 International Conference on Technologies and Applications of Artificial Intelligence,20110120,2010,,,60,65,"A novel trend emerged in music exploration is to organize and search songs according to their emotions. However, research on automatic playlist generation (APG) primarily focuses on metadata and audio similarity. Mainstream solutions view APG as a static problem. This paper argues that the APG problem is better modeled as a continuous optimization problem, and proposes an adaptive preference model for personalized APG based on emotions. The main idea is to collect a user's behavior in music playing, e.g., rating, skipping and replaying, as immediate feedback in learning the user's preferences for music emotion within a playlist. Reinforcement learning is adopted to learn the user's current preferences, which are used to generate personalized playlists. Learning parameters are tuned by simulation of two hypothetical users. A two-month user study is conducted to evaluate the APG solutions. The results show that the proposed approach reduces the Miss Ratio by 10% in comparison with the baseline approach.",2376-6816;23766816,Electronic:978-0-7695-4253-9; POD:978-1-4244-8668-7,10.1109/TAAI.2010.21,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5695433,automatic playlist generation;reinforcement learning;song emotion,,learning (artificial intelligence);music;optimisation;user interfaces,adaptive preference model;continuous optimization problem;emotion-based automatic playlist generation;music emotion;reinforcement learning;user preference,,1,,20,,,,18-20 Nov. 2010,,IEEE,IEEE Conferences
Dynamic Game Difficulty Scaling Using Adaptive Behavior-Based AI,C. H. Tan; K. C. Tan; A. Tay,"Institute for Infocomm Research, Agency for Science Technology and Research (A*STAR), Singapore, Singapore",IEEE Transactions on Computational Intelligence and AI in Games,20111212,2011,3,4,289,301,"Games are played by a wide variety of audiences. Different individuals will play with different gaming styles and employ different strategic approaches. This often involves interacting with nonplayer characters that are controlled by the game AI. From a developer's standpoint, it is important to design a game AI that is able to satisfy the variety of players that will interact with the game. Thus, an adaptive game AI that can scale the difficulty of the game according to the proficiency of the player has greater potential to customize a personalized and entertaining game experience compared to a static game AI. In particular, dynamic game difficulty scaling refers to the use of an adaptive game AI that performs game adaptations in real time during the game session. This paper presents two adaptive algorithms that use ideas from reinforcement learning and evolutionary computation to improve player satisfaction by scaling the difficulty of the game AI while the game is being played. The effects of varying the learning and mutation rates are examined and a general rule of thumb for the parameters is proposed. The proposed algorithms are demonstrated to be capable of matching its opponents in terms of mean scores and winning percentages. Both algorithms are able to generalize well to a variety of opponents.",1943-068X;1943068X,,10.1109/TCIAIG.2011.2158434,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5783334,Artificial intelligence;behavior based;car racing simulation;game AI;player satisfaction;real-time adaptation,Adaptation model;Artificial intelligence;Games;Humans;Pixel;Real time systems;Vehicles,computer games;evolutionary computation;learning (artificial intelligence),adaptive behavior-based artificial intelligence;dynamic game difficulty scaling;evolutionary computation;game adaptation;gaming styles;mutation rates;reinforcement learning,,15,1,37,,,20110602,Dec. 2011,,IEEE,IEEE Journals & Magazines
Towards a meta motion planner B: algorithm and applications,A. Adam; E. Rivlin; I. Shimshoni,"Dept. of Math., Technion-Israel Inst. of Technol., Haifa, Israel",Proceedings 2001 ICRA. IEEE International Conference on Robotics and Automation (Cat. No.01CH37164),20060418,2001,1,,291,298 vol.1,"In a companion paper (see Proceedings of ICRA 2001) we developed a framework for rating or comparing navigation packages. For a given environment a navigation package consists of a motion planner and a sensor to be used during navigation. The ability to rate or measure a navigation package is important in order to address issues like sensor customization for an environment and choice of a motion planner in an environment. In this paper we present the algorithm which we use in order to rate a given navigation package. Under the framework which was presented previously, a partially observable Markov decision process is defined. The algorithm searches for an optimal policy to be employed in this decision process. We briefly review the problem and framework, develop the algorithm and present experimental results.",1050-4729;10504729,POD:0-7803-6576-3,10.1109/ROBOT.2001.932568,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=932568,,Application software;Computer science;Industrial engineering;Mathematics;Motion measurement;Navigation;Packaging;Paper technology;Path planning;Robot sensing systems,Markov processes;computerised navigation;decision theory;learning (artificial intelligence);path planning;robots;search problems,Markov decision process;meta motion planner;navigation;reinforcement learning;robots;search problem;sensor customization,,2,,7,,,,2001,,IEEE,IEEE Conferences
Increasing Retrieval Quality in Conversational Recommenders,M. S. Llorente; S. E. Guerrero,"Universitat de Barcelona, Barcelona",IEEE Transactions on Knowledge and Data Engineering,20120817,2012,24,10,1876,1888,"A major task of research in conversational recommender systems is personalization. Critiquing is a common and powerful form of feedback, where a user can express her feature preferences by applying a series of directional critiques over the recommendations instead of providing specific preference values. Incremental Critiquing (IC) is a conversational recommender system that uses critiquing as a feedback to efficiently personalize products. The expectation is that in each cycle the system retrieves the products that best satisfy the user's soft product preferences from a minimal information input. In this paper, we present a novel technique that increases retrieval quality based on a combination of compatibility and similarity scores. Under the hypothesis that a user learns during the recommendation process, we propose two novel exponential Reinforcement Learning (RL) approaches for compatibility that take into account both the instant at which the user makes a critique and the number of satisfied critiques. Moreover, we consider that the impact of features on the similarity differs according to the preferences manifested by the user. We propose a Global Weighting (GW) approach that uses a common weight for nearest cases in order to focus on groups of relevant products. We show that our methodology significantly improves recommendation efficiency in four data sets of different sizes in terms of session length in comparison with state-of-the-art approaches. Moreover, our recommender shows higher robustness against noisy user data when compared to classical approaches.",1041-4347;10414347,,10.1109/TKDE.2011.116,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5871618,Conversational recommender systems;case-based reasoning;critiquing elicitation;personalization.,Cognition;Current measurement;Learning systems;Monte Carlo methods;Recommender systems;Space exploration,,,,3,,38,,,20110609,Oct. 2012,,IEEE,IEEE Journals & Magazines
