database,Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
SCOPUS,"Gasic M., Jurčíček F., Keizer S., Mairesse F., Thomson B., Yu K., Young S.",Gaussian processes for fast policy optimisation of POMDP-based dialogue managers,2010,Proceedings of the SIGDIAL 2010 Conference: 11th Annual Meeting of the Special Interest Group onDiscourse and Dialogue,,,,201,204,,33,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857755225&partnerID=40&md5=53959c32cfe4d3fe63d3cc1543d0da65,"Cambridge University, Engineering Department, Trumpington Street, Cambridge CB2 1PZ, United Kingdom","Gasic, M., Cambridge University, Engineering Department, Trumpington Street, Cambridge CB2 1PZ, United Kingdom; Jurčíček, F., Cambridge University, Engineering Department, Trumpington Street, Cambridge CB2 1PZ, United Kingdom; Keizer, S., Cambridge University, Engineering Department, Trumpington Street, Cambridge CB2 1PZ, United Kingdom; Mairesse, F., Cambridge University, Engineering Department, Trumpington Street, Cambridge CB2 1PZ, United Kingdom; Thomson, B., Cambridge University, Engineering Department, Trumpington Street, Cambridge CB2 1PZ, United Kingdom; Yu, K., Cambridge University, Engineering Department, Trumpington Street, Cambridge CB2 1PZ, United Kingdom; Young, S., Cambridge University, Engineering Department, Trumpington Street, Cambridge CB2 1PZ, United Kingdom","Modelling dialogue as a Partially Observable Markov Decision Process (POMDP) enables a dialogue policy robust to speech understanding errors to be learnt. However, a major challenge in POMDP policy learning is to maintain tractability, so the use of approximation is inevitable. We propose applying Gaussian Processes in Reinforcement learning of optimal POMDP dialogue policies, in order (1) to make the learning process faster and (2) to obtain an estimate of the uncertainty of the approximation. We first demonstrate the idea on a simple voice mail dialogue task and then apply this method to a real-world tourist information dialogue task. © 2010 Association for Computational Linguistics.",,Conference Paper,,Scopus,2-s2.0-84857755225
SCOPUS,"Samin R.E., Khamis A., Kasmani R.Md., Isa S.",Forecasting sunspot numbers with Recurrent Neural Networks (RNN) using 'sunspot neural forecaster' system,2010,"Proceedings - 2010 2nd International Conference on Advances in Computing, Control and Telecommunication Technologies, ACT 2010",,,5675853,10,14,,,10.1109/ACT.2010.50,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751638681&doi=10.1109%2fACT.2010.50&partnerID=40&md5=ce015317eb2780ecdf92030923ec3af2,"Faculty of Electrical and Electronics Engineering, Universiti Malaysia Pahang, Kuantan, Pahang, Malaysia; Faculty of Science, Arts and Heritage, Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, Malaysia","Samin, R.E., Faculty of Electrical and Electronics Engineering, Universiti Malaysia Pahang, Kuantan, Pahang, Malaysia; Khamis, A., Faculty of Science, Arts and Heritage, Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, Malaysia; Kasmani, R.Md., Faculty of Science, Arts and Heritage, Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, Malaysia; Isa, S., Faculty of Science, Arts and Heritage, Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, Malaysia","This paper presents the investigations of forecasting performance of different type of Recurrent Neural Networks (RNN) in forecasting the sunspot numbers. Recurrent Neural Network will be used in this investigation by using different learning algorithms, sunspot data models and RNN transfer functions. Simulations are done using Matlab 7 where customized Graphic User Interface (GUI) called 'Sunspot Neural Forecaster' have been developed for analysis. A complete analysis for different learning algorithms, sunspot data models and RNN transfer functions are examined in terms of Mean Square Error (MSE) and correlation analysis. Finally, the best optimized RNN parameters will be used to forecast the sunspot numbers. © 2010 IEEE.",Mean square error (mse); Recurrent neural networks (rnn); Sunspot numbers,Conference Paper,,Scopus,2-s2.0-78751638681
SCOPUS,"Hochman G., Yechiam E., Bechara A.",Recency gets larger as lesions move from anterior to posterior locations within the ventromedial prefrontal cortex,2010,Behavioural Brain Research,213,1,,27,34,,8,10.1016/j.bbr.2010.04.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953362266&doi=10.1016%2fj.bbr.2010.04.023&partnerID=40&md5=aa7b60b245add046b6257561846611c7,"Max Wertheimer Minerva Center for Cognitive Studies, Faculty of Industrial Engineering and Management, Technion - Israel Institute of Technology, Haifa 32000, Israel; USC Neuroscience, University of Southern California, Los Angeles, CA 90033, United States","Hochman, G., Max Wertheimer Minerva Center for Cognitive Studies, Faculty of Industrial Engineering and Management, Technion - Israel Institute of Technology, Haifa 32000, Israel; Yechiam, E., Max Wertheimer Minerva Center for Cognitive Studies, Faculty of Industrial Engineering and Management, Technion - Israel Institute of Technology, Haifa 32000, Israel; Bechara, A., USC Neuroscience, University of Southern California, Los Angeles, CA 90033, United States","In the past two decades neuroimaging research has substantiated the important role of the prefrontal cortex (PFC) in decision-making. In the current study, we use the complementary lesion based approach to deepen our knowledge concerning the specific cognitive mechanisms modulated by prefrontal activity. Specifically, we assessed the brain substrates implicated in two decision making dimensions in a sample of prefrontal cortex patients: (a) the tendency to differently weigh recent compared to past experience; and (b) the tendency to differently weigh gains compared to losses. The participants performed the Iowa Gambling Task, a complex experience-based decision-making task [3], which was analyzed with a formal cognitive model (the Expectancy-Valance model; [12]). The results indicated that decisions become influenced by more recent, as opposed to older, events when the damage reaches the posterior sectors of the ventromedial prefrontal cortex (VMPC). Furthermore, the degree of this recency deficit was related to the size of the lesion. These results suggest that the posterior area of the prefrontal cortex directly modulates the capacity to use time-delayed information. In contrast, we did not find similar modulation for the sensitivity to gains versus losses. © 2010 Elsevier B.V.",Cognitive models; Recency; Reinforcement learning; Risk taking,Article,,Scopus,2-s2.0-77953362266
SCOPUS,"Wright R., Gemelli N.",Adaptive state space abstraction using neuroevolution,2010,Communications in Computer and Information Science,67 CCIS,,,84,96,,,10.1007/978-3-642-11819-7_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957571304&doi=10.1007%2f978-3-642-11819-7_7&partnerID=40&md5=3745801dbd637a95644b184783ea7b30,"Air Force Research Laboratory Information Directorate, 525 Brooks Rd., Rome, NY 13441, United States","Wright, R., Air Force Research Laboratory Information Directorate, 525 Brooks Rd., Rome, NY 13441, United States; Gemelli, N., Air Force Research Laboratory Information Directorate, 525 Brooks Rd., Rome, NY 13441, United States","In this paper, we present a new machine learning algorithm, RL-SANE, which uses a combination of neuroevolution (NE) and traditional reinforcement learning (RL) techniques to improve learning performance. RL-SANE is an innovative combination of the neuroevolutionary algorithm NEAT[9] and the RL algorithm Sarsa(λ)[12]. It uses the special ability of NEAT to generate and train customized neural networks that provide a means for reducing the size of the state space through state aggregation. Reducing the size of the state space through aggregation enables Sarsa(λ) to be applied to much more difficult problems than standard tabular based approaches. Previous similar work in this area, such as in Whiteson and Stone [15] and Stanley and Miikkulainen [10], have shown positive results. This paper gives a brief overview of neuroevolutionary methods, introduces the RL-SANE algorithm, presents a comparative analysis of RL-SANE to other neuroevolutionary algorithms, and concludes with a discussion of enhancements that need to be made to RL-SANE. © 2010 Springer-Verlag Berlin Heidelberg.",Evolutionary Algorithms; NeuroEvolution; Reinforcement Learning; State Abstraction,Conference Paper,,Scopus,2-s2.0-77957571304
SCOPUS,"Levine S., Krähenbühl P., Thrun S., Koltun V.",Gesture controllers,2010,ACM Transactions on Graphics,29,4,124,,,,37,10.1145/1778765.1778861,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956388261&doi=10.1145%2f1778765.1778861&partnerID=40&md5=c5626a3962e7e2f070413dd84ee11ad0,"Stanford University, United States","Levine, S., Stanford University, United States; Krähenbühl, P., Stanford University, United States; Thrun, S., Stanford University, United States; Koltun, V., Stanford University, United States","We introduce gesture controllers, a method for animating the body language of avatars engaged in live spoken conversation. A gesture controller is an optimal-policy controller that schedules gesture animations in real time based on acoustic features in the user's speech. The controller consists of an inference layer, which infers a distribution over a set of hidden states from the speech signal, and a control layer, which selects the optimal motion based on the inferred state distribution. The inference layer, consisting of a specialized conditional random field, learns the hidden structure in body language style and associates it with acoustic features in speech. The control layer uses reinforcement learning to construct an optimal policy for selecting motion clips from a distribution over the learned hidden states. The modularity of the proposed method allows customization of a character's gesture repertoire, animation of non-human characters, and the use of additional inputs such as speech recognition or direct user control. © 2010 ACM.",Data-driven animation; Gesture synthesis; Human animation; Nonverbal behavior generation; Optimal control,Article,,Scopus,2-s2.0-77956388261
SCOPUS,"Kardan A.A., Speily O.R.B.",Smart lifelong learning system based on Q-learning,2010,ITNG2010 - 7th International Conference on Information Technology: New Generations,,,5501486,1086,1091,,1,10.1109/ITNG.2010.140,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955296677&doi=10.1109%2fITNG.2010.140&partnerID=40&md5=2c5363d1f7fd350f4a3d1dc735613424,"Advanced E-Learning Technologies Lab., AmirKabir University of Technology, Tehran, Iran","Kardan, A.A., Advanced E-Learning Technologies Lab., AmirKabir University of Technology, Tehran, Iran; Speily, O.R.B., Advanced E-Learning Technologies Lab., AmirKabir University of Technology, Tehran, Iran","The majority of current web-based learning systems are closed learning environments where courses and learning materials are fixed and the only dynamic aspect is the organization of the material that can be adapted to allow a relatively individualized learning environment. In this paper, we propose an evolving web-based learning system which can adapt itself to its learners. More specifically, the novelty with respect to the system lies in its ability to find relevant content on the web, and its ability to personalize and adapt this content based on the system's observation of its learners and the accumulated ratings given by the learners. Hence, although learners do not have direct interaction with the open Web, the system can retrieve relevant information related to them and their situated learning characteristics. Lifelong learning scenarios have particular differences in their need for personalized recommendations that make not possible reusing existing general approaches of recommender systems. The paper describes those challenges and we propose a hybrid technique based on machine learning to recognize learner preferences and predict theirs required contents with high accuracy. © 2010 IEEE.",Learning promotion; Lifelong learning; Machine learning; Q learning; Recommender systems; Reinforcement learning,Conference Paper,,Scopus,2-s2.0-77955296677
SCOPUS,"Matignon L., Laurent G.J., Le Fort-Piat N., Chapuis Y.-A.",Designing decentralized controllers for distributed-air-jet mems-based micromanipulators by reinforcement learning,2010,Journal of Intelligent and Robotic Systems: Theory and Applications,59,2,,145,166,,8,10.1007/s10846-010-9396-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955654600&doi=10.1007%2fs10846-010-9396-9&partnerID=40&md5=96e32a868d4dae09fd21ae5869018a42,"FEMTO-ST/UFC-ENSMM-UTBM-CNRS, Université de Franche-Comté, Besançon, France; InESS/ULP-CNRS, Université Louis Pasteur, Strasbourg, France","Matignon, L., FEMTO-ST/UFC-ENSMM-UTBM-CNRS, Université de Franche-Comté, Besançon, France; Laurent, G.J., FEMTO-ST/UFC-ENSMM-UTBM-CNRS, Université de Franche-Comté, Besançon, France; Le Fort-Piat, N., FEMTO-ST/UFC-ENSMM-UTBM-CNRS, Université de Franche-Comté, Besançon, France; Chapuis, Y.-A., InESS/ULP-CNRS, Université Louis Pasteur, Strasbourg, France","Distributed-air-jet MEMS-based systems have been proposed to manipulate small parts with high velocities and without any friction problems. The control of such distributed systems is very challenging and usual approaches for contact arrayed system don't produce satisfactory results. In this paper, we investigate reinforcement learning control approaches in order to position and convey an object. Reinforcement learning is a popular approach to find controllers that are tailored exactly to the system without any prior model. We show how to apply reinforcement learning in a decentralized perspective and in order to address the global-local trade-off. The simulation results demonstrate that the reinforcement learning method is a promising way to design control laws for such distributed systems. © 2010 Springer Science+Business Media B.V.",Decentralized control; Distributed control; MEMS-based actuator array; Reinforcement learning; Smart surface,Article,,Scopus,2-s2.0-77955654600
SCOPUS,"Levine S., Krähenbühl P., Thrun S., Koltun V.",Gesture controllers,2010,"ACM SIGGRAPH 2010 Papers, SIGGRAPH 2010",,,124,,,,9,10.1145/1778765.1778861,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939181995&doi=10.1145%2f1778765.1778861&partnerID=40&md5=258e4b91511e1e3be0b5a63afecbbcdf,"Stanford University, United States","Levine, S., Stanford University, United States; Krähenbühl, P., Stanford University, United States; Thrun, S., Stanford University, United States; Koltun, V., Stanford University, United States","We introduce gesture controllers, a method for animating the body language of avatars engaged in live spoken conversation. A gesture controller is an optimal-policy controller that schedules gesture animations in real time based on acoustic features in the user's speech. The controller consists of an inference layer, which infers a distribution over a set of hidden states from the speech signal, and a control layer, which selects the optimal motion based on the inferred state distribution. The inference layer, consisting of a specialized conditional random field, learns the hidden structure in body language style and associates it with acoustic features in speech. The control layer uses reinforcement learning to construct an optimal policy for selecting motion clips from a distribution over the learned hidden states. The modularity of the proposed method allows customization of a character's gesture repertoire, animation of non-human characters, and the use of additional inputs such as speech recognition or direct user control. © 2010 ACM.",Data-driven animation; Gesture synthesis; Human animation; Nonverbal behavior generation; Optimal control,Conference Paper,,Scopus,2-s2.0-84939181995
SCOPUS,"Li L., Chu W., Langford J., Schapire R.E.",A contextual-bandit approach to personalized news article recommendation,2010,"Proceedings of the 19th International Conference on World Wide Web, WWW '10",,,,661,670,,350,10.1145/1772690.1772758,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954641643&doi=10.1145%2f1772690.1772758&partnerID=40&md5=0deba3e304c09a3db001bfeeca14cd3f,"Yahoo Labs., United States; Dept. of Computer Science, Princeton University, United States","Li, L., Yahoo Labs., United States; Chu, W., Yahoo Labs., United States; Langford, J., Yahoo Labs., United States; Schapire, R.E., Dept. of Computer Science, Princeton University, United States","Personalized web services strive to adapt their services (advertisements, news articles, etc.) to individual users by making use of both content and user information. Despite a few recent advances, this problem remains challenging for at least two reasons. First, web service is featured with dynamically changing pools of content, rendering traditional collaborative filtering methods inapplicable. Second, the scale of most web services of practical interest calls for solutions that are both fast in learning and computation. In this work, we model personalized recommendation of news articles as a contextual bandit problem, a principled approach in which a learning algorithm sequentially selects articles to serve users based on contextual information about the users and articles, while simultaneously adapting its article-selection strategy based on user-click feedback to maximize total user clicks. The contributions of this work are three-fold. First, we propose a new, general contextual bandit algorithm that is computationally efficient and well motivated from learning theory. Second, we argue that any bandit algorithm can be reliably evaluated offline using previously recorded random traffic. Finally, using this offline evaluation method, we successfully applied our new algorithm to a Yahoo Front Page Today Module dataset containing over 33 million events. Results showed a 12.5% click lift compared to a standard context-free bandit algorithm, and the advantage becomes even greater when data gets more scarce. © 2010 International World Wide Web Conference Committee (IW3C2).",contextual bandit; exploration/exploitation dilemma; personalization; recommender systems; web service,Conference Paper,,Scopus,2-s2.0-77954641643
SCOPUS,"Chi M., Vanlehn K., Litman D., Jordan P.",Inducing effective pedagogical strategies using learning context features,2010,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),6075 LNCS,,,147,158,,10,10.1007/978-3-642-13470-8_15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954602915&doi=10.1007%2f978-3-642-13470-8_15&partnerID=40&md5=7383a8c4df03d5465e9cffbeffaa8641,"Machine Learning Department, Carnegie Mellon University, PA 15213, United States; School of Computing and Informatics, Arizona State University, AZ 85287, United States; Department of Computer Science, University of Pittsburgh, PA 15260, United States; Department of Biomedical Informatics, University of Pittsburgh, Pittsburgh, PA 15260, United States","Chi, M., Machine Learning Department, Carnegie Mellon University, PA 15213, United States; Vanlehn, K., School of Computing and Informatics, Arizona State University, AZ 85287, United States; Litman, D., Department of Computer Science, University of Pittsburgh, PA 15260, United States; Jordan, P., Department of Biomedical Informatics, University of Pittsburgh, Pittsburgh, PA 15260, United States","Effective pedagogical strategies are important for e-learning environments. While it is assumed that an effective learning environment should craft and adapt its actions to the user's needs, it is often not clear how to do so. In this paper, we used a Natural Language Tutoring System named Cordillera and applied Reinforcement Learning (RL) to induce pedagogical strategies directly from pre-existing human user interaction corpora. 50 features were explored to model the learning context. Of these features, domain-oriented and system performance features were the most influential while user performance and background features were rarely selected. The induced pedagogical strategies were then evaluated on real users and results were compared with pre-existing human user interaction corpora. Overall, our results show that RL is a feasible approach to induce effective, adaptive pedagogical strategies by using a relatively small training corpus. Moreover, we believe that our approach can be used to develop other adaptive and personalized learning environments. © 2010 Springer-Verlag.",,Conference Paper,,Scopus,2-s2.0-77954602915
SCOPUS,"Hu X., Sun C., Zhang B.",Design of recurrent neural networks for solving constrained least absolute deviation problems,2010,IEEE Transactions on Neural Networks,21,7,5487384,1073,1086,,18,10.1109/TNN.2010.2048123,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954563179&doi=10.1109%2fTNN.2010.2048123&partnerID=40&md5=89b6a9456374fa8c76f6ffd6d0839616,"State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Tsinghua University, Beijing 100084, China; School of Automation, Southeast University, Nanjing 210096, China","Hu, X., State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Tsinghua University, Beijing 100084, China; Sun, C., State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Tsinghua University, Beijing 100084, China; Zhang, B., School of Automation, Southeast University, Nanjing 210096, China","Recurrent neural networks for solving constrained least absolute deviation (LAD) problems or L1-norm optimization problems have attracted much interest in recent years. But so far most neural networks can only deal with some special linear constraints efficiently. In this paper, two neural networks are proposed for solving LAD problems with various linear constraints including equality, two-sided inequality and bound constraints. When tailored to solve some special cases of LAD problems in which not all types of constraints are present, the two networks can yield simpler architectures than most existing ones in the literature. In particular, for solving problems with both equality and one-sided inequality constraints, another network is invented. All of the networks proposed in this paper are rigorously shown to be capable of solving the corresponding problems. The different networks designed for solving the same types of problems possess the same structural complexity, which is due to the fact these architectures share the same computing blocks and only differ in connections between some blocks. By this means, some flexibility for circuits realization is provided. Numerical simulations are carried out to illustrate the theoretical results and compare the convergence rates of the networks. © 2006 IEEE.",L1-norm optimization; least absolute deviation (LAD); minimax optimization; recurrent neural network (RNN); stability analysis,Article,,Scopus,2-s2.0-77954563179
SCOPUS,"Moxley E., Mei T., Manjunath B.S.",Video annotation through search and graph reinforcement mining,2010,IEEE Transactions on Multimedia,12,3,5398917,184,193,,46,10.1109/TMM.2010.2041101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949676020&doi=10.1109%2fTMM.2010.2041101&partnerID=40&md5=40dc9c7359b3a167e775851aea9ef93b,"University of California at Santa Barbara, Santa Barbara, CA 93106, United States; Microsoft Research Asia, Beijing 100190, China","Moxley, E., University of California at Santa Barbara, Santa Barbara, CA 93106, United States; Mei, T., Microsoft Research Asia, Beijing 100190, China; Manjunath, B.S., University of California at Santa Barbara, Santa Barbara, CA 93106, United States","Unlimited vocabulary annotation of multimedia documents remains elusive despite progress solving the problem in the case of a small, fixed lexicon. Taking advantage of the repetitive nature of modern information and online media databases with independent annotation instances, we present an approach to automatically annotate multimedia documents that uses mining techniques to discover new annotations from similar documents and to filter existing incorrect annotations. The annotation set is not limited to words that have training data or for which models have been created. It is limited only by the words in the collective annotation vocabulary of all the database documents. A graph reinforcement method driven by a particular modality (e.g., visual) is used to determine the contribution of a similar document to the annotation target. The graph supplies possible annotations of a different modality (e.g., text) that can be mined for annotations of the target. Experiments are performed using videos crawled from YouTube. A customized precision-recall metric shows that the annotations obtained using the proposed method are superior to those originally existing for the document. These extended, filtered tags are also superior to a state-of-the-art semi-supervised technique for graph reinforcement learning on the initial user-supplied annotations. © 2006 IEEE.",Data mining; Graph theory; Video annotation; Video content analysis,Article,,Scopus,2-s2.0-77949676020
SCOPUS,[No author name available],"8th International Conference on Simulated Evolution and Learning, SEAL 2010",2010,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),6457 LNCS,,,,,715,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037650690&partnerID=40&md5=59293a3bc7165cde3074960b3a97deff,,,The proceedings contain 80 papers. The special focus in this conference is on Simulated Evolution and Learning. The topics include: On the Flexible Applied Boundary and Support Conditions of Compliant Mechanisms Using Customized Evolutionary Algorithm; intensification Strategies for Extremal Optimisation; comparing Two Constraint Handling Techniques in a Binary-Coded Genetic Algorithm for Optimization Problems; evolving Stories: Tree Adjoining Grammar Guided Genetic Programming for Complex Plot Generation; Improving Differential Evolution by Altering Steps in EC; a Dynamic Island-Based Genetic Algorithms Framework; solving the Optimal Coverage Problem in Wireless Sensor Networks Using Evolutionary Computation Algorithms; a Comparative Study of Different Variants of Genetic Algorithms for Constrained Optimization; Evolutionary FCMAC-BYY Applied to Stream Data Analysis; Optimal μ-Distributions for the Hypervolume Indicator for Problems with Linear Bi-objective Fronts: Exact and Exhaustive Results; UNIFAC Group Interaction Prediction for Ionic Liquid-Thiophene Based Systems Using Genetic Algorithm; HIER-HEIR: An Evolutionary System with Hierarchical Representation and Operators Applied to Fashion Design; a Population Diversity-Oriented Gene Expression Programming for Function Finding; evolutionary Optimization of Catalysts Assisted by Neural-Network Learning; dominance-Based Pareto-Surrogate for Multi-Objective Optimization; learning Cellular Automata Rules for Pattern Reconstruction Task; evolving Fuzzy Rules: Evaluation of a New Approach; a Niched Genetic Programming Algorithm for Classification Rules Discovery in Geographic Databases; Artificial Neural Network Modeling for Estimating the Depth of Penetration and Weld Bead Width from the Infra Red Thermal Image of the Weld Pool during A-TIG Welding; swarm Reinforcement Learning Method Based on an Actor-Critic Method; a Parallel Algorithm for Solving Large Convex Minimax Problems; car Setup Optimisation.,,Conference Review,,Scopus,2-s2.0-85037650690
SCOPUS,"Moradi S., Mohsenian-Rad A.H., Wong V.W.S.",An RL-based scheduling algorithm for video traffic in high-rate wireless personal area networks,2009,Computer Networks,53,18,,2997,3010,,3,10.1016/j.comnet.2009.07.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449529532&doi=10.1016%2fj.comnet.2009.07.012&partnerID=40&md5=f2f8311900ac740326aa5a6c4a386bab,"Department of Electrical and Computer Engineering, The University of British Columbia, Vancouver, Canada","Moradi, S., Department of Electrical and Computer Engineering, The University of British Columbia, Vancouver, Canada; Mohsenian-Rad, A.H., Department of Electrical and Computer Engineering, The University of British Columbia, Vancouver, Canada; Wong, V.W.S., Department of Electrical and Computer Engineering, The University of British Columbia, Vancouver, Canada","The emerging high-rate wireless personal area network (WPAN) technology is capable of supporting high-speed and high-quality real-time multimedia applications. In particular, video streams are deemed to be a dominant traffic type, and require quality of service (QoS) support. However, in the current IEEE 802.15.3 standard for MAC (media access control) of high-rate WPANs, the implementation details of some key issues such as scheduling and QoS provisioning have not been addressed. In this paper, we first propose a Markov decision process (MDP) model for optimal scheduling for video flows in high-rate WPANs. Using this model, we also propose a scheduler that incorporates compact state space representation, function approximation, and reinforcement learning (RL). Simulation results show that our proposed RL scheduler achieves nearly optimal performance and performs better than F-SRPT, EDD + SRPT, and PAP scheduling algorithms in terms of a lower decoding failure rate. © 2009 Elsevier B.V. All rights reserved.",Markov decision process (MDP); QoS; Reinforcement learning; Scheduling; Ultra-wide band (UWB); Wireless personal area networks,Article,,Scopus,2-s2.0-70449529532
SCOPUS,"Matignon L., Laurent G.J., Le Fort-Piat N.",Design of semi-decentralized control laws for distributed-air-jet micromanipulators by reinforcement learning,2009,"2009 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS 2009",,,5353902,3277,3283,,3,10.1109/IROS.2009.5353902,https://www.scopus.com/inward/record.uri?eid=2-s2.0-76249101087&doi=10.1109%2fIROS.2009.5353902&partnerID=40&md5=3b64f2f4f65423868108d674f8c95fa8,"FEMTO-ST/UFC-ENSMM-UTBM-CNRS, Université de Franche-Comté, Besançon, France","Matignon, L., FEMTO-ST/UFC-ENSMM-UTBM-CNRS, Université de Franche-Comté, Besançon, France; Laurent, G.J., FEMTO-ST/UFC-ENSMM-UTBM-CNRS, Université de Franche-Comté, Besançon, France; Le Fort-Piat, N., FEMTO-ST/UFC-ENSMM-UTBM-CNRS, Université de Franche-Comté, Besançon, France","Recently, a great deal of interest has been developed in learning in multi-agent systems to achieve decentralized control. Machine learning is a popular approach to find controllers that are tailored exactly to the system without any prior model. In this paper, we propose a semi-decentralized reinforcement learning control approach in order to position and convey an object on a contact-free MEMS-based distributed-manipulation system. The experimental results validate the semi-decentralized reinforcement learning method as a way to design control laws for such distributed systems. © 2009 IEEE.",,Conference Paper,,Scopus,2-s2.0-76249101087
SCOPUS,Gaweda A.E.,Machine learning in personalized anemia treatment,2009,"Handbook of Research on Machine Learning Applications and Trends: Algorithms, Methods, and Techniques",,,,265,276,,,10.4018/978-1-60566-766-9.ch012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898381465&doi=10.4018%2f978-1-60566-766-9.ch012&partnerID=40&md5=25913f90e423c1b3501bf0b18d7056c2,"Department of Medicine, Division of Nephrology, University of Louisville, United States","Gaweda, A.E., Department of Medicine, Division of Nephrology, University of Louisville, United States","This chapter presents application of reinforcement learning to drug dosing personalization in treatment of chronic conditions. Reinforcement learning is a machine learning paradigm that mimics the trialand-error skill acquisition typical for humans and animals. In treatment of chronic illnesses, finding the optimal dose amount for an individual is also a process that is usually based on trial-and-error. In this chapter, the author focuses on the challenge of personalized anemia treatment with recombinant human erythropoietin. The author demonstrates the application of a standard reinforcement learning method, called Q-learning, to guide the physician in selecting the optimal erythropoietin dose. The author further addresses the issue of random exploration in Q-learning from the drug dosing perspective and proposes a ""smart"" exploration method. Finally, the author performs computer simulations to compare the outcomes from reinforcement learning-based anemia treatment to those achieved by a standard dosing protocol used at a dialysis unit. © 2010, IGI Global.",,Book Chapter,,Scopus,2-s2.0-84898381465
SCOPUS,"Iima H., Kuroe Y.",Swarm reinforcement learning algorithm based on particle swarm optimization whose personal bests have lifespans,2009,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),5864 LNCS,PART 2,,169,178,,1,10.1007/978-3-642-10684-2_19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-76249096804&doi=10.1007%2f978-3-642-10684-2_19&partnerID=40&md5=ddde3d9d2f0fa887419a160c5928a5d5,"Kyoto Institute of Technology, Matsugasaki, Sakyo-ku, Kyoto, Japan","Iima, H., Kyoto Institute of Technology, Matsugasaki, Sakyo-ku, Kyoto, Japan; Kuroe, Y., Kyoto Institute of Technology, Matsugasaki, Sakyo-ku, Kyoto, Japan","We recently proposed a swarm reinforcement learning algorithm based on particle swarm optimization (PSO) in order to find optimal policies rapidly. In this algorithm, multiple agents are prepared, and they learn not only by individual learning but also by an update procedure of PSO. In this procedure, state-action values are updated based on the personal best and the global best which are found by the agents so far. In this paper, we direct our attention to a problem that overvaluing personal bests brings inferior learning performance. In order not to update the state-action values based on the overvalued personal best, we propose a swarm reinforcement learning algorithm based on PSO in which the personal best of each agent has a lifespan. © 2009 Springer-Verlag Berlin Heidelberg.",Particle swarm optimization; Reinforcement learning; Swarm intelligence,Conference Paper,,Scopus,2-s2.0-76249096804
SCOPUS,"Mirea A.-M., Preda M.C.",Adaptive learning based on exercises fitness degree,2009,"Proceedings - 2009 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology - Workshops, WI-IAT Workshops 2009",3,,5284965,215,218,,,10.1109/WI-IAT.2009.266,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856816701&doi=10.1109%2fWI-IAT.2009.266&partnerID=40&md5=ecb451fadc7bba4c992e8b0c2120af7d,"Department of Computer Science, University of Craiova, Craiova, Romania","Mirea, A.-M., Department of Computer Science, University of Craiova, Craiova, Romania; Preda, M.C., Department of Computer Science, University of Craiova, Craiova, Romania","The paper considers the e-learning systems that provide personalized content to their users and that permanently adapt to the evolution of the users during their learning stages. Such systems help the students to consolidate their knowledge faster than other methods. The main contribution is the proposal of a mathematical model of an adaptive learning system with the mentioned characteristics. The model involves a multi step process where, at each stage, the performances of the student are measured and the system is adapting accordingly. © 2009 IEEE.",Adaptive control; Adaptive learning environments; Learning systems; Personalized learning; Reinforcement learning,Conference Paper,,Scopus,2-s2.0-84856816701
